summary_type,message_count,avg_total_peers,avg_delay_to_0pct_ms,avg_delay_to_5pct_ms,avg_delay_to_25pct_ms,avg_delay_to_50pct_ms,avg_delay_to_75pct_ms,avg_delay_to_95pct_ms,avg_delay_to_100pct_ms
SUMMARY,76608,467.86501409774434,0.37822989892700126,42.434444808975535,114.76116135642481,176.71671298198717,242.48809428733205,351.3419264218495,845.2487404328989
