orig_node,message_count,percentage_of_total
02a33d3b1689513856484494bfa72c8a29307434d1fc184b116623d159622f4635,8,0.02
03c4360e8cd8f78974c3d5c3f6dfa2fb3e02df9e66b5555a7fdbdc77cd19f723d7,8,0.02
020284ccf92bfded620df993909e1ef55282725adcde48dc20bb3754b004427037,8,0.02
022f3d6b32fa7b3948d5891ffdc3d5b57a40ee454fc1c5bf3874957667828b5560,8,0.02
03f94e8b7486baf718197f63116e6da4908b533d8d930ebc1b2efc6c14f04dc4ec,8,0.02
03fc1468ddc8e4e3d74bc2ca041f877a8636ff177949fef75bb6068bc83f29db35,8,0.02
0284ed1d5a3d4771c3a7ec74fbc3ac799f1b47c0d4b6ad2f75ee2426413f0844b8,8,0.02
024895a85c6d10bc4f29ce2cf397405c329b45dacf740143046b854503e4c499a7,8,0.02
02f04fab409c04838dd561ce523985ee46ee2f600068f8552c966a110414961ba4,8,0.02
03c2ce7c875d790da3b77479d4bbf201a354d81505b61b5647ff3da5adf0ed3787,8,0.02
0260867541a1699876d3d2ef07c8c0335f4785c21e2c85e103ca8542ebdf2b4811,8,0.02
035f3eface5666a1a4bcb5950d768eccd35ff122c64dfa71ee50db749ac088d2c9,8,0.02
03339a8dca2023a3e2a7b4ee99f6a7be87d04bfd32775d3b7f85b0d6d30c457626,8,0.02
03b6f4d24cd01e27cb00bf7d2255a43bced757b38fdb7d64308d29d94b8efb5a10,8,0.02
023760d0f42fe8b9befa1ffbfa36b567edf28f574be2cd66219f3632e87db1e920,8,0.02
027133d09a45c9bd5109d5710e60a6c0f272c8faf141a6570c5074b8f20a093207,8,0.02
0310dfe64857489e08e93ee3663f04659c8a1953715be2c55553d1fc7fd8722201,8,0.02
0328fa633788a0792d0e6f81f3bc7f765363e3b8c0c40806276e0c2b209d866eb9,8,0.02
0245247cf364cba6138781d5110fef3c4decd70c31164f5328823a2b10fa50d3aa,8,0.02
022d3304cf7ddfb10666964db27c1f856533a66874bc3e4bb1d5d86334422d3112,8,0.02
0394ab61e5349eddea99752f41bdf162e7e56482c5da89751ad7de4bb9bc6a77c1,8,0.02
02585d1455b4d65c2e1c82a807e5fa501543223b3364da5dbe5155a3752b8b71e4,8,0.02
037c8ba77a99918a7171545c1bd74cef0fc2da44644649ffaefaecf8ed71b3dfaa,8,0.02
03688d87335d1a9ea47537f563492b0346f8b3683e52b2bf1c1a125e2cf8449b5d,8,0.02
0367640e848e1a4816d113f22c983be28b3d84a52ede3ca6ef54bad2eaf5499620,8,0.02
0281d508964b55d70a6ba4e0f5e669d8e52e74d27579facf1dc32378e1bc6d51df,8,0.02
032f7157225a4463021db60f791c2ca805c15ee9a73ecbff60c62c677d25a810e2,8,0.02
03db10aa09ff04d3568b0621750794063df401e6853c79a21a83e1a3f3b5bfb0c8,8,0.02
02591ad07975526c7e8ee63362ca524a6b3fd7a55b18b652891c8b0d4a50cf6e7e,8,0.02
03df3b998533a072aaf6296195610264738fbf0d9f85d6a7473ece9a80d31ea478,8,0.02
029bd9ea2ba045964380b4a539ebf737dad0096a73ae426cd6b6bb61550b0f1774,8,0.02
0387c02bb88965b29024456cafd446093a6d9f5f4d7b923202f8b27171c2b4bf68,8,0.02
034a56980a2c8a1813eb19e3322dbe9d18345882ed3a3f096f811529df46bc0bae,8,0.02
0372d937303ef247bcbd2d529a0f4848769b0fb21308ecc9ba6d584958a88f3176,8,0.02
0226f259316c3ae614fb3e7ff38cdb4b43fee11c0facffcfb8c9fc0069ff3d0ff2,8,0.02
0380de4fdc2e108630e0f2484b4bcc3959719b6f86ea854134084d27e780f5c862,8,0.02
0277afc3b043f61c3e13e7e1a51cd7c11a6d3d83f8266507a3e3a34c950bfc7ab3,8,0.02
034922c67a6e566e46eabe53e3fa7eae01f9c7f386214c08de520837ae682f5d17,8,0.02
03e5e1babfe696cc063ba41bc1e1e573ec3290c38f3f173e99aad8e9655e7683c8,8,0.02
038b602fcc727fbb88ed016c493ad01c40bdd1340f901cc766d31a3358fdf983dd,8,0.02
0357d9de9caab281d82742cdea478e4310f49e70b7d2ee8a3d6f3ebbddc127f0ee,7,0.02
020cb9b93492969c03d4dd24441e56b6a2c40361fc2033cdef43779dad72b43592,7,0.02
02f324df7694f57b7d800d5a64f62fb226eabc8fbacb997f3ac5cd230e37944fbf,7,0.02
03b0d594d4b12e311305aa445e293a9427421da9da229fca2959feda35b5c6ec28,7,0.02
03a23d220e27ef41688fe6912a3897040dd024fc53a3d2f6c9a621858c991fbfd4,7,0.02
033ec403dda0309dbf12c7aec097c2a833e56560d30baf00dd65988107ed9a1774,7,0.02
02d163904e73edae6e8f6e05487f2df50b1e76ce3b3cefa6cb6fed76495684cfb2,7,0.02
02c94a8c40c64c511228c0ca4b393ccd0738d75e9229073ceb6328246de32b9a8b,7,0.02
02a500e6a41a9c6e76888aaba33437dc098425d90808b934bbd51a628b57e56e5b,7,0.02
02c8e23a61a93a65a8d3fb828979625323495750020eacffb9705b6f481a6e3d6a,7,0.02
021deaa26ce6bb7cc63bd30e83a2bba1c0368269fa3bb9b616a24f40d941ac7d32,7,0.02
02d646c694046bb2f54bc824acb4a7130f8ac5ec4d51faea2c1c65cb3a8d02e09a,7,0.02
032cf14a8d5928df749c4bc39e493f6dbbb2cd6258fe238b76fc658fe9b2b39f2a,7,0.02
030b6f4facd8fc2cae7ccaf13b7ee06b93642b6bda1f455af2af54e4e2dc005068,7,0.02
03f967d94198e543c98be3ea2be9719b12b9100df758c45a8e245d48148fa0bd8a,7,0.02
024ae5265b5f4d1c789010f479d6b5a2e2c26948d301b00e170c1ed6f6c81c717a,7,0.02
02af8df0b7b6b8348a19e7185643fa2934e9a71ff8563a64a2c4a50957131badb6,7,0.02
031a732d64d07ff432c5b8bbd3f99afd79cb50a71be6e908bf0a66654f0a702eda,7,0.02
024bc71dd4091dbb85e419b58a9a004ae4c2a9202ff0d0f5a74278326e5b916d0a,7,0.02
0273828641b10a283ae714fe69248ee02340307d0db1dca562251144c665d871a0,7,0.02
021374bcb3706a1fd3b8f0d246e76f2f31a6037360dc8d3b6c76011b315cc6b649,7,0.02
0221293d43180728bd0f67f0ab980430ecc810215b7a718011779836b7ce78a00e,7,0.02
03c086092903edca6c35f04d8b0574c22d21b654f3efc87f26e5b990248fb3b3c9,7,0.02
034a06a7d1bfc49b741531da85135235e84d12bd7507aca7f8e7f93a0d08917cd5,7,0.02
03af400a4cc132c00c9f4faf6f6edd2746c3dd08ded37c7c869ed0e99213fc9bf1,7,0.02
020f5ec11bd12c4be776722b9e9b60698179a3478f8146595953b7da76b39c269d,7,0.02
02d9d3de724485e680fd71fbabbe584291aede915cebd6a721a148e9bc328c1060,7,0.02
02db0cfff667f5da016fe8d77f3cf54a0a3269e0fa48a2cc1ccae56ffd4aaaf621,7,0.02
02572df9846e74af53837a35c037268b55e6e7c1edfda4d67b07b14471f7715a60,7,0.02
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,7,0.02
02900cf2e5766c70067e86d673fc5aa93fbeeec14a48f904210123677f5c739d8b,7,0.02
0337a42a4384c331258f7fa53697f27dbc1596a689fe77923d31b8e7a6f5960929,7,0.02
03a9093c517ca3dca803658e58097d6d0ec9d27f25b89d43baac5669e11faf9c28,7,0.02
0202ef7315318e7e6706a6eee025f0b150cc7288e273d4b6c494031a7ee94fd143,7,0.02
03a92a92e64eca60c122e87e90c6373e6ce23b171ab6f8f5f24c1512b668629a1a,7,0.02
02ee9a0aa06f776479b96a6f3cdeee71a86c982c00e33920a00b2e9a46db1eae0e,7,0.02
0304923a1e577038988d8b90c3f96ec1954b3245ebd9933caeb1823886472a66e9,7,0.02
029b3d3497db86eb682f81493856d11622cac3b9bef21391c9ddfd366f9829061f,7,0.02
02440d14ba82d2f78fac1a7fbc29b209156f00caab0063231899ffb155d33893b9,7,0.02
02f4b7befcd80cd2ce7d4db40b901196f2b56b5b323f1eb08a4f50d385eb0c02a7,7,0.02
02e49b950f389b794d8c59b2cf36492b7cf76655e7dffd0c1df9e601f86cabd658,7,0.02
03409f317416148d7e82f4b71f3d142b8d69af8c7997e3d0dc01df3884c863db4d,7,0.02
033f3e460f1eb705c98016c3d04cbe876784ea2a33570939228ce4f5c50980baef,7,0.02
03fabf8d960f02f91fbdc7319917061db89f46116ef5fa75f02cafa7014d2c62f7,7,0.02
0223c154b52d907a9d763c6f0c356f5d665d6b5046992355bbcfa58cfa2146700e,7,0.02
024dd8b22a8c5902224c78104361670dd2f72391da1c842b3059b19d8cb325edb5,7,0.02
02fc1f8c244c9d275f999e6f0ce02f8e46d8f31864e9c899392dac5260ee45d9b7,7,0.02
0287226884aad07fe99b6f4b6c875b29fd56205a9e2c1f45d52867686db31c02d6,7,0.02
024e5474a49ce2f1518c05115068413a6b2a3e6799ab919a30037b5f3cf4ed80ad,7,0.02
02a6e1047d8f2713089b231276a90bde6836ca6bdcd2b04a2b975a6b6abb35547c,7,0.02
039af365f0b2c9bcfeb7fb2db60e1972d2ac58e312720879eb6f755f9b800ef3be,7,0.02
02a10b442aa494adee4e3cd432da03744fe8f30b49384f9977a8944180bb65c978,7,0.02
02bd68cdeae5a5c21410d18a03456aa4b234f36780a1f485b6ffc5fd1311ee7833,7,0.02
03af9907b20acda85012d855de45176e1a204214d59c45b7173729a6b8379222b9,7,0.02
028e0f275b529ed75e0b5eea2d448636ad6ce06b815698a3d2faa57ba4d438c45b,7,0.02
0258841f4ed9ee6d23a3cb6c76fcd09359bade8ac06af69071aee47efc2a6b7233,7,0.02
03593ad5b1ca82737a8129a7f13d97b50e6eb1ad56b8e3aec57be78eadfb0860cb,7,0.02
020c27b1e99dce7b952757be0b0d7c42ab825270c4f8f7571a349624da408b2dc8,7,0.02
035cab6a65eaadafcf9434bd6c4b613f476fad47d4144e1e62b450d9dfa966304e,7,0.02
03dfbea6becd61f4ab37198fe0d77730cb651941cc76f6d56cfe56b74118361359,7,0.02
022b69118e9b78c211109f5c97e18715649bdebfbb5d1431eb3b9d9fcc0981a104,7,0.02
03ca940b9d4e7736955b6f18dd5be3b7b5ca562d0efcf7c0fa9b66d3c052f07fd0,7,0.02
0205b4d3102f84c67c89f3095bad348a73612f33b18caee20183366ce4213d8edb,7,0.02
0286561733a5da2ce948836d911048042ca73958e1ece765e074a2898f21942783,7,0.02
02859a59b3f2c6d740e20a665264434ad50cf7cceba79d733d28b4d998fd872789,7,0.02
03207673df5a3451afce0d2486843bc06ea6d2d87d25bba0976d054dd47e9e6591,7,0.02
03867d29631510e7a84ab06c520660d0a4c53facba726b29612d22e8b9aada3119,7,0.02
021f70d02d059e33433593e303033fdba2e112e1e0c8366b9536381dd6ffc126ae,7,0.02
03177da8234d05d8edd377b3ea8817402f96142f5dba344aa9bbf1ffedee2d5be1,7,0.02
021e035fa717fc7bc8e8fe2e54dc15018d6952890cf49bb3da493e4111d394370c,7,0.02
03955d7dee697094b039e3b9517a27e49b62ed049090a7adb12aac5e3cd3e5f996,7,0.02
028059662c65626f3002290dd3151186bc1952726c03f56012406f3ceadb81cacc,7,0.02
03f0a7ca4db43e1a3ef3bf3817203cb67f7e3ef3b64746116ef98a351e8559c337,7,0.02
0339be993760b0bfa4d45f775922d07992d19d9ba77faa4af6993d71e10404065c,7,0.02
02baf6b8593c1e45655072e27efcde1d92b74cff22c9c6b5ed53e0f611678e5e21,7,0.02
02c4ae20674d7627021639986d75988b5f17c8693ed43b794beeef2384d04e5bf1,7,0.02
02f273ac65a8a826f88e6c48e5ba44f2eb2ee63486350b2db6f60a408b1e0ceb05,7,0.02
03a84351bb64b77d1bc69ca69fe8fd2a8a14bc4f8e10373e8e3d735e614420ffa1,7,0.02
0279616ea965690c26474a282efa87fbc6bd18afeadbe19d6fde73d7c12e3b5964,7,0.02
02cc72ed58cfd21e8824438b2e949d7362e13768145915ef76ffd674509398ba36,7,0.02
02fe4a482d38a9c68f0750e0f1992381713173ba2c6e75697abf9037a588bb5028,7,0.02
022c92e77572af651fb1447fcfcde046349ac67c7bf88cedcb9708f5652f4d382c,7,0.02
0358138ce6a7d2c700c8c8e195959f3f42cc1510684eec31a2780f3aa63f95bee1,7,0.02
023c3cc2b500155b2ef03999e35dca2c112c87751250bf2aea3bc13bd3edc9f98f,7,0.02
037064f1bad633e13d04c65b945407294d95b4b3dbe6e84a72f9c30091e335a571,7,0.02
032d35946ccc4b303dd57836ad10ec1f95a0bac91c0c07f2f20d8445da939ff04e,7,0.02
0212a3d5b67ab8750ca2eec9f3675628e58fa9be1876e14fcaab75903aefe95e63,7,0.02
02cc79b8d771cc79d323bd71e54ef1780cab50e7c0ef2a4beb625fc9dcbbcc6d24,7,0.02
03a164e30f90c75341343f835b8e26120d410b1e379423edd640d4398f3f214303,7,0.02
0332f9a34057f5edf02d97f0cb484c78a0420048f5031124f4b53cc2006d05c62e,7,0.02
03590bc434aaba157588dc84b74c9ea543d33245d7848bc10f6a564ba3248ea68e,7,0.02
0310d29d73c6a94db49c97d4c30a27b6ae4472968c0e043d5ecc8d6ea81eafa322,7,0.02
0374044e793d01b3fcd723d667633f683d7b5c888644b23f58edc62ebe909494d6,7,0.02
023e91d5b8c27733f14e0c7ec86d5c4a3371ae86fe438b3f2a2ed1f18b328f367c,7,0.02
03ceaa55c27f387c4fcd4ed3cde84c3434a02f00e1ffd0765ca4a82ddd6337dbfc,7,0.02
026bf9ebf90b95690dbc2261899a8c848124c0d4be7071a3583baace447e3dd0d0,7,0.02
022f25ede65b3964a4c9d95f9367d242604bd96ab8e7337c3eb69d9afbc0023d0d,7,0.02
038956eba634e25426873a66afbd465f65b80cd2e9db3a080aaa5c293839cc6054,7,0.02
02ddc0e653386315299a8ca788c2e659f1ca6d96833c8abccdc7dcd84f4fad9700,7,0.02
032150675a9823223556eea340e40b365ccbc9ba1f3eb8d2ea664089e19ad8ce58,7,0.02
028dac118ff35373c541c07829970f78002434963567f04e1230d58ddddd89e644,7,0.02
02726ee6fe6715a73e8fd1b33e4377807b96a4c96bf319f480d0bb38fef9833dcc,7,0.02
03e086e590f2255a7423cea5dc2b8fbcaffa3d8044c26dbea84728ea4b4648e41a,7,0.02
034ea841ba561ac13f86a6088404d8325c69a52a02e1d9055dc233a4bd2eb6cabb,7,0.02
021f009741860fa7a704a8f07b48c63017bc501b61983e531e3bf715e25dfcc046,7,0.02
028095441ee9f136af323f403d48afbcda62d2515f89f270bdeb8d625b82de888a,7,0.02
02bee56e4ea4b0f3cf0e21b0fb68236a7c246a7856b803ead1f886ef528a8843d1,7,0.02
03d0b92f0aa4aa91433df9f5856c9f5b9b824af2d494f7ca95613a6b25b0b41599,7,0.02
03aad5e3966dffdd09821ae555e199ad3c3908d52c4d3e6c67ed75c367f0879c2f,7,0.02
03d05ce800bcaf66183062a32a46176c8a9def025b3820240d5a55e533649e98f3,7,0.02
02f97415753bbd457fe8e0952eca038d91abd0ddbca43aff813bc5d17fe01d7d89,7,0.02
03bb88bce4d3488dcb1ff29562f8c7526ece2f8968c432c7950e71c92ee328a092,7,0.02
03af481cc253ff85b1c50a533c38bb8c1f43c2aede1eeef1cb7d120703729a06c8,7,0.02
021c1dbb73df86c772ebe9583d4fd05cc5e7f967a9c30c50247fbcc3380ab36221,7,0.02
030c26c342eb09da62500ed1842fafdbd6cc7c36a09bea31d0d78de72997124763,7,0.02
023623825bb995508e2cc11ceba695279e49e7742a182193cd3c5bd3f2f4057307,7,0.02
02851380e55ad7c1d78d588269f68db6ea53b33272ae17947e1903ef47118d43c2,7,0.02
03b5ca2ceef3572eb4b8acfbc7755dab0dce24ed790e6945339cfcbe631e838600,7,0.02
031b301307574bbe9b9ac7b79cbe1700e31e544513eae0b5d7497483083f99e581,7,0.02
02c58ade54682fbb02a98766a0a26456c04beb2d9e624c88afd0bc2435228d4e5d,7,0.02
02c7f61b94d7ed43f112538c415860fd46d8577dd1d1053eacc43e055ecb17787f,7,0.02
02e33bbc81cceb098ad0fdab7893b7cdfa354289b73f11d90e857f749a0ea2b227,7,0.02
0392832efe646cc664060ad065d9b6489d1ef99d4bea7399df63cc774318406152,7,0.02
024ae2acd26b2fb529cc2e0df7347e3d64aaadc14df347aebf530b38e26f411867,7,0.02
03c0ea3a73ca872cbba2a4d5f8a5478bddd633280a01795a27a3b1ce5a95d95a95,7,0.02
0386b35d2c0c4f16407f189865b49ff05d66eb0d9334226083ce57b0331eb9248e,7,0.02
0327d681119fb43092716908da605e02915cf16eca04ad99e4f262c7793970d797,7,0.02
036d502dabf49520fd8a411ab777cfc70d19e2e83685a7f74d64f75db3c2213fa7,7,0.02
028b025ed7ebec8a890403cf4b3e130e526ca365502dba53c654f956333c717d79,6,0.01
0252913e1d11f020adef8fe4fcd365052c04ff96ed801f5db2ef9e884b787a8189,6,0.01
034ea0029100a90b5ca3bff75367a7b1d407f634c553c0fefaecebffbd173f44db,6,0.01
02798541318da98802f19d179f1afe3af2006ff8e42cf81578f379057689b40227,6,0.01
037bf4f22813265f27d5e511a746f03f218c9003223334be2d9e47f2120224617e,6,0.01
0242b0417371de88346254686965108d9e8a7811b1d350ba9af7e5e365033c2ede,6,0.01
02947ea84b359c2e902c10e173aa209a36c2f92a6143c73170eb72b2077c592187,6,0.01
02de30bd1a5e91e0fafdea56ec67684c9f3164826ce8c2e739191b00d05d71cc36,6,0.01
020ca6f9aaebc3c8aab77f3532112649c28a0bfb1539d0c2a42f795fb6e4c363b2,6,0.01
0202dfc1c6a94efead8a9f88236f2338345f7a2cc6924226e904e68f5ebc7dad20,6,0.01
02ec55fdc9e8e72ce4bed4731e99a2b1c99a499d522648d4b5368545a461a4515e,6,0.01
036c7f504a7c0d33c8b669735523a979d11c1707cbebc10e33353c2b54c9c89b4a,6,0.01
02faa3924c63fabd1fe3d924b8d13b60903e0daa0850f6dde0bf5f239c9cbc7426,6,0.01
03265919cadf625303ed086a63c1a487eeab157f81cfc847e115def32d3fbf2d47,6,0.01
035b733d94418b1a7626c76681518cf56d05584115a264309304d0742bd1e979be,6,0.01
03c72f89b660de43fc5c77ef879cbf7846601af88befb80e436242909b14fd0495,6,0.01
029e825c4a04109bce40401b4afa5fdb1c3dc378b702b4666dd00444ccb9f15e76,6,0.01
02dc9618bf6efef1e95a2686ee8685dff78f1e5b5c17017bf95c3eb831bb2f31d2,6,0.01
02a37c97cca05cf48cf0d3e7dc722dc8327ba36113c2d789a048e07cffeff8d3ce,6,0.01
02bc652b149123680b131a76bd51d1ba8cfb257283cefd2572c84663455d18e814,6,0.01
029d08f1d1e2717c45eb4d2b226c757338f378c823c302ab2f177b1977492fee88,6,0.01
02dc260646be9dacf4c102df04c8e8c84ce203f3b7f614ec7af2ffd678771795e6,6,0.01
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,6,0.01
038b0481a4b2e396f446853eb7c6dbb682c1f90ba8123cd1e82ebfc29507e7114d,6,0.01
032bf5126ace0d3ba52a59531473799815392ae87fb85d892d8082a2da7e828e83,6,0.01
0394879d35037b72f19ca075f8ceb1363b3a04a7466ade9af56d83d26301a3a824,6,0.01
03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,6,0.01
0371c4efe1e6a46d6b93af3b2fc70fb050cd8656819b39fa889fc8fc01b42684b5,6,0.01
03ae63c1e752f957d61f4829c8da0f742a2745888e15935c0995c462cb8622706f,6,0.01
03fc7e1ff4dbdbda75cdac73b2389ae1b61ffb951158d0ad5eb4de652a8d9b8ace,6,0.01
03248760217b7bf7202e69956696bf1085561d8ce7939e169633ad5ba71005d3d4,6,0.01
0361dcd61f2f04237d58405bdfa888d91d67b0f8c07d480219210d9890c811d2e6,6,0.01
034c3dc51afed189148232b9a5975c19b63ee717a62cd0613a2799b74417a5381c,6,0.01
03c43bc4f842d85676bc69223ebb7d0b5a7a7230d66b1e8a81c4009714918e7e1d,6,0.01
0394cb026173c928681f98f15ea26dddea5703011e28aca841758b20ef0ad5a9e6,6,0.01
0351cb454cdc7733e20a7f81ea1f98c6994fb2bab69d30aa05538df6af173caba1,6,0.01
03133fd75101d0a2540b03fa05a9a5cef1c2f97665b863250fca148db53329a60c,6,0.01
03c523fe7f17a94079a3f7c5cad3e90229695a4cf663dcca56cf8bc3c19b1c5c67,6,0.01
02cc758f659cc7b4eab702a00bcd2f95d2f4f2b3a5c79a35ee91e0c192f31ad1df,6,0.01
02462f4b472f08519231aeda567422ec8d9654609ee76892d4418c29352a79178d,6,0.01
021de285d0a9ff32c7b81eaa611c41e327b0ec65e20348433b3679ff2ef544b5c4,6,0.01
03b28dc549a0858d2fa99af18a422058cf705cadd34d85bb36ca35ef7d4e7b32fd,6,0.01
02a9720a0b85a74f1e47c5464afce44660eab72faaa7f5342ad559d23fbf1c75e3,6,0.01
03369b99b7a38841db3b6a0419b0a0e1d5c447b6cb1138fd11176f83ef7900bb88,6,0.01
0285d50bc04a6a7eaeb37c4964d5f1322b1136c8cea2f242d3c52302226043cbe4,6,0.01
03d2e20bc19d995098ba357157a9cfbfbfdff4b78fce5ec713128e988e0115d776,6,0.01
03f02c905dc551031b2fbb9f881ced9db7337f303162469e2929d530767c8545fc,6,0.01
02e2571d095c6cc22e9197dda1bb971cbf733a7b10802b94689d256c6a7e77aa27,6,0.01
0297f444cde03c7154c610fbfbb8f8998241efbad11abbc0dc0ecf6e1e31019daa,6,0.01
03b014c3f5159debd6e7585c23885967de252b25c487244fca07881cdf0ad19f13,6,0.01
0262840245cf942a22c8949b2af033565e11246d5cb5a1bf9e1db393394b16a1d5,6,0.01
02293df2dbc750493977c6b21ce9f9ee74d6ef492c1493e0ddd6bf37fcf790ccef,6,0.01
0371ccb71e3838984f6903b40b76581c4fceda54e22cb9c6a7d20681c036de0571,6,0.01
021758e76b07b77e5058a83045f44ab8a75d42d653dc09435b7caaf84f971529f1,6,0.01
023390f7cf1f33eec4f9642583d93bce21406661b3b3f96c59926f55edaf42fb43,6,0.01
023b91f29eeea2b700944f2da3adc0213d1804d082567215060093ee0b3ecc49a2,6,0.01
02a4b71c4ef7785533c26b581285fc8145ae44d71e22392356ba7d0e6fa1977622,6,0.01
02c82f2fea84788be124ee80e21105302624e931a2d8110285fe4c2d8fa46aa2f3,6,0.01
036b3044ae84f1290f7410c9026e222336ac7150ef486760ce4cfc69199a4531d4,6,0.01
03080b61a2dab8ef6bd9a227377b59b43f22662430236c0c620f405dc8d422e2db,6,0.01
02c9a121f217d029f07af56be9d8ab504d9d2e1fc0484703cab1643e9c6935b80f,6,0.01
03aa367d17406acfe7f814e5b3207a7dcc56bc688903ad36b7ad39024c342bf4ab,6,0.01
02057ee0163d5bc00dcc59adcc4a90670d7cef27db7493bc170fb4cf85edb70650,6,0.01
03575b3e2a8be4d2d445d3d23ad8801d968ee505ed260119e857d82d5350da220e,6,0.01
032c52b2aef1a1a42cb32bdeed43c445b7e026bbbe91a5d74b0d75c5de3ef11ce1,6,0.01
0377b22a59f9efb462b31dd7d37e97be8c3f5e7c7315d904c6f4873f4c7ee61318,6,0.01
0377ed19ece4b1e2869a77773e552e1ca0bbdaaaf1f710ab181b59cb5c813b0535,6,0.01
03493734fc2e432222ead255865242efafdce4c850d9c4d4eddeb3e66f359a4518,6,0.01
02254e8fb2619239f46c5eb30448932fab2dde8835616a7d45859c17601ca13582,6,0.01
0310570e9d1f40d46404a551c447384f5554e7ed601f7c76104062421e7589b563,6,0.01
02cb5131299f7c8711f72b41e6bc64d79459e20c8454ec5f6f6a8a748db3c028b1,6,0.01
020ee91bac38da99042066aae23ced6fb71a40c6f4b7adac8bedddef4451bba4cf,6,0.01
0205c050d87572dd8b4b617f19c32cb8127ce0e3fb833cad3ec76de019cb73ee3c,6,0.01
02b038d1baa5ae6b4212df2b19ef106914cdf8ade965409fd68548206bd0b73dbd,6,0.01
030ce552131464b2cc1fa43c7ff630a0234c8edb0e107a440d3f31ccde7669bc44,6,0.01
0298c59048ec568efa016c571ec46dfff01b52a37a7875ef824ab53356d331ecb4,6,0.01
03f7450c2d02b534d529795a02402a407ace80deb5b067bd58ded69e11f7bbbe80,6,0.01
02947012326eb4ae5ecc5afef56d920d236f75e1e413cafa0919adafc86cad846b,6,0.01
031799c401adff643e20b825f9f84b9f9bcec7c311d7c7cc0218044a26f2a107d9,6,0.01
0275dbd4d6cb62870ea7c9f689e3d17c31b8bcfe8c43c67b7f1e8194019ef74a2d,6,0.01
0359171346d2a6429891eef9c086f4e889885578f614f94f5f31186555a7da15c9,6,0.01
0301e46e7f02c955e274bf60dd819c153d93b2d87017122df72ba3dc06af4a294c,6,0.01
03556f3b74b956cf8c3c165b8552cd4a1fd2f581c72f8122426b24593c9d15a7c9,6,0.01
03a394a2891e668070cafded099350c11e725467f9438c2b1588ebfbef02c0dff6,6,0.01
03ca714c70a61fa7bcfef6e973be60c7028aaf8366636e9c6b938d4b9eb9a6af19,6,0.01
02084869ea73979ec94f16ba3d17e5f46d20388b84fc0fd196d41432263a4472a5,6,0.01
024a50674e751119b17273c8ce1bb61a2def16825cec9b6355da533027821bb8ff,6,0.01
028d9bd0cb880f413a906b79be449b422874326499cffb9f3b4304aa1ea1988fa1,6,0.01
03558dbb84e2b73c6553e9d3b69fc06fd63fdb1d170b8ea6fa87b2b1bbdebb8c4f,6,0.01
02c28e81fc7e50af9cf2774f1a76b80d183ac8aab81d0b25d879eb73de9f7bb45d,6,0.01
0280133316d7e1571a7b5842092c955e027e00c6859e404e5ab3e28c42d9aec332,6,0.01
03284287b86a1378fdfa5ab34d7a7528f10bbdfab4c301d34087ca8996aa2571de,6,0.01
024c346dad06e67fab399d18b9ec416064660ba2b3cfe8b3e36d3743d4b85456b1,6,0.01
02741f86e0ca163ff710f79c3d319a0765a2189616ed10ac5729b30f11db4d4246,6,0.01
036bf8532b4e31068cdb2ad1e1fd901809074b27f2b328bbb2e1a6a973402b75e3,6,0.01
02fccfffe3d8da156212b27be3e0882351efdf59289904530e69d92730a6888137,6,0.01
031054617ea79560ebe492873a1cc0f49d8466d10870a0731ab4e4beb4343909cc,6,0.01
03ae2d2bcba6ec0b55acda20454cf56684b04308a1984320c8da9dbe811d601bf0,6,0.01
03ef2f9ff1eb8899b6bae7c742eb1c931d8fd91733fae3eb12ae4c7c8da0c7c1e8,6,0.01
022590b9d1f461e3a77c95fc0350cc47398ed7d310dc4d3817cec0ed567979e439,6,0.01
032434517e28f7b51665a525d5e11fa493bd4e30a59883b8156c2be4085f4aaf70,6,0.01
03fc8d2172a07f015b9822bb203082fce0588f5540a0da8e77b596ce5f800074bb,6,0.01
038e9eeb318e4d6c5009e511f300305e3a848bac649b516fd5ec2c80358c408e4f,6,0.01
021aa962adc9e4dfa7971b36e8c15d1b81d05330c0b753612129f5b11282086e98,6,0.01
036902961705888f6f8897ffa99d1fe66dd539e2be8bac59dedb9b8ca717031428,6,0.01
034a47176fd70e241504cc1b86b6a0011c1b89673e3779522d97b522d2f882377c,6,0.01
026e200f851b1a9d2dd8d8f03531948ddfccad9a8c9a4866a2548e8390bd4dc465,6,0.01
0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,6,0.01
025bd1d0efebcd6ceb9c4d2cdd7e2ea9e2d46295f3ea48390702f1c7fdef5caaca,6,0.01
03748fb4b918f57f3268714a1fb706c053fdf117cd14ef5b64a520ae30cfc6db3a,6,0.01
022997b20f92ee7e19fe661bd2609a9dbd1062aa9bbff91c5484e937f557928a67,6,0.01
02fa1fdd2c60c755fa73e7fd22a48f0f91f680402323c29eb07e6be13103d0b676,6,0.01
02a8bd1b04edc8b6f0c23c6143381cb11677df376e59a5c2d5bed41612e132462c,6,0.01
02244fe322f8b1c5e7b09eae5d3f76b9d36b88a37f7a87fcff6b7f54b5fac90221,6,0.01
