scid,message_count,percentage_of_total
979856175611314178,277,0.1
960404715392663553,274,0.09
911021250026602497,266,0.09
943927433980018689,263,0.09
1007412135955136513,261,0.09
918112000471138304,259,0.09
992146516543864833,251,0.09
957188643819683841,248,0.09
955029203011108864,235,0.08
1002028927008571393,232,0.08
982398246429982720,229,0.08
985346037012168705,228,0.08
959201849532874753,219,0.08
982412540159262721,212,0.07
934423255556816897,207,0.07
994292763175223297,205,0.07
957228226172354561,199,0.07
955118263271817218,198,0.07
966453128659271681,196,0.07
990449969993285632,192,0.07
998440121001771008,188,0.06
997777115496251392,183,0.06
987752867965239296,182,0.06
993763897980354561,181,0.06
983948557789429770,181,0.06
1002984402522144768,179,0.06
806344444561129473,179,0.06
977960617478389761,179,0.06
991224026161348609,179,0.06
962354149381701633,177,0.06
985562640927031297,174,0.06
995337299186024448,172,0.06
996915098443907072,168,0.06
999280147886768129,168,0.06
974199188140589057,167,0.06
996261988532158464,167,0.06
965315134154014721,165,0.06
984675335040794625,164,0.06
1005893710410022917,164,0.06
982400445448257545,164,0.06
996915098399932416,162,0.06
969596632433623041,162,0.06
943470037171568641,161,0.06
998794163844153345,161,0.06
919866821043879937,161,0.06
1002033325068976128,160,0.05
994482978567028738,159,0.05
996547861598044160,158,0.05
952803791400075267,157,0.05
907387364150804480,157,0.05
998766675929202688,154,0.05
1006565511865630722,154,0.05
998767775542607872,154,0.05
1002157569729036288,154,0.05
1003396719331311619,154,0.05
981847390997250048,152,0.05
969732971925078016,152,0.05
801039300837965825,152,0.05
998766675929268225,151,0.05
1003597929952313344,151,0.05
988709443071508481,151,0.05
963492143873458176,150,0.05
974952353642905601,149,0.05
988540118410264576,149,0.05
996401626495320064,149,0.05
1003018487344922624,149,0.05
996260889024659456,148,0.05
938234162732400642,148,0.05
995977214928289793,147,0.05
970420166626574338,146,0.05
982317982065164288,146,0.05
976876498915360769,145,0.05
1005826640118546432,145,0.05
1002141077059928064,144,0.05
996919496497168385,143,0.05
979303121050664961,143,0.05
993153669061148673,143,0.05
985720970460397568,143,0.05
968090301503963137,143,0.05
988018949870256129,143,0.05
895730341817417729,142,0.05
927653562449920001,142,0.05
935760261696913410,142,0.05
881559835960410113,142,0.05
912883822703935488,142,0.05
985562640927031296,142,0.05
935760261696913409,142,0.05
815130641897029635,142,0.05
996292774900400148,142,0.05
952818085095276545,142,0.05
985250379447074817,142,0.05
952818085095276546,142,0.05
983912273793384448,142,0.05
953759267144007681,141,0.05
982703910571147265,141,0.05
984243227067613184,141,0.05
939102776952684545,141,0.05
994523660770344978,141,0.05
986037629804085249,141,0.05
939065393511989249,141,0.05
952803791400075265,141,0.05
991152557986545665,141,0.05
984243227067613185,141,0.05
935774555313471489,141,0.05
983024968015544321,141,0.05
952964320210255872,141,0.05
985537352048640001,141,0.05
969729673425911808,141,0.05
997025049523322880,141,0.05
952803791400075266,141,0.05
1000102582602694657,140,0.05
978964471525146624,140,0.05
979381186469036033,140,0.05
984172858247086080,140,0.05
971904507319156736,140,0.05
948848848127197184,140,0.05
917869008391700481,140,0.05
1006527029035532288,138,0.05
999601205324677120,137,0.05
1006698552892063744,137,0.05
1002987701020655617,136,0.05
1004630371426828289,136,0.05
986511519329878018,136,0.05
992922771744161792,136,0.05
952197960475410432,136,0.05
1007414334856429587,135,0.05
1006303828202946561,135,0.05
991939808209076224,134,0.05
1006710647560929282,133,0.05
995328503094575105,133,0.05
1002986601541599233,132,0.05
942010985298329600,132,0.05
996249893950259200,132,0.05
1001998140728803328,131,0.04
981549423505768448,130,0.04
1007736491730010112,129,0.04
990566518211674113,129,0.04
994196006029426689,128,0.04
903952489672015873,127,0.04
1000894230876127232,127,0.04
958422295790813185,124,0.04
991503302190301184,124,0.04
1001500061918756865,124,0.04
1000884335432499201,120,0.04
992768840045559811,120,0.04
1003342843323351043,120,0.04
1002135579555594241,120,0.04
992139919328673793,120,0.04
1001224084383596545,120,0.04
1003713378828550145,119,0.04
994367529892773891,119,0.04
996898605605584897,119,0.04
997343907850485761,119,0.04
966550985297494017,119,0.04
997480247336108033,119,0.04
991502202682081280,119,0.04
1000313688787189761,119,0.04
1001664988607217665,119,0.04
996218008015994880,119,0.04
992705068329205765,118,0.04
991574770497355779,118,0.04
1006335714092384257,118,0.04
1007234015117639681,118,0.04
966368466284576769,118,0.04
992460976795942912,117,0.04
1002025628482142209,117,0.04
963945142715547648,115,0.04
995328503093264385,115,0.04
876336056216518656,114,0.04
992028868678647809,114,0.04
999929959352172545,114,0.04
994562143563284480,114,0.04
869455312492822529,112,0.04
838268764542468097,112,0.04
1002689733380800512,112,0.04
1006710647560929281,112,0.04
993417552001630208,110,0.04
991494506075062278,109,0.04
993861754594000900,106,0.04
992409299691110400,105,0.04
886394388506476545,104,0.04
891095900228091905,104,0.04
944463995747106816,104,0.04
921341266190008323,104,0.04
1004070720089686017,103,0.04
966947908918575105,103,0.04
938242959172763648,102,0.04
964942399771443200,101,0.03
997439565463683073,100,0.03
990876580552048642,100,0.03
977086505631350784,100,0.03
957952804529700864,99,0.03
952857667532357633,98,0.03
989931000483217411,97,0.03
1007710103562158080,97,0.03
997614387799785472,95,0.03
968193655657332738,94,0.03
801693510329040896,93,0.03
949936265087811584,93,0.03
1001949762087878657,92,0.03
927672254133960704,92,0.03
985277867315429376,91,0.03
990566518211674114,90,0.03
990617095802978305,89,0.03
991019517012869120,89,0.03
989945294074281986,89,0.03
999280147886637057,88,0.03
964543277092503553,88,0.03
996446706330763265,87,0.03
997075627063181313,87,0.03
966266211837673477,85,0.03
1000949206540419073,85,0.03
1006202673180246017,85,0.03
990503846151258120,85,0.03
968398164899725314,85,0.03
994167418910474242,85,0.03
1007109770216079360,85,0.03
990503846151258118,84,0.03
926005394403295240,84,0.03
990349914486013952,84,0.03
914389054085070851,84,0.03
996032190617616393,84,0.03
988391684189978625,83,0.03
966266211837673476,83,0.03
989931000486232065,83,0.03
966266211837673478,83,0.03
926005394403295244,83,0.03
988539018815930370,83,0.03
1003371430649790466,83,0.03
994667696581967873,83,0.03
990503846151258115,83,0.03
926005394403295243,83,0.03
1007024008256618498,83,0.03
900968415336267776,83,0.03
996618230260301828,82,0.03
988391684189978631,82,0.03
999017364572143616,82,0.03
991041507282845696,82,0.03
990503846151258116,82,0.03
988391684189978626,82,0.03
984294903949557761,82,0.03
991494506075062276,82,0.03
994167418910474243,82,0.03
998605047810031617,82,0.03
988391684189978633,82,0.03
990503846151258117,81,0.03
991494506075062274,81,0.03
994459888922066945,81,0.03
900892548905828352,81,0.03
991494506075062275,81,0.03
901154232846123008,81,0.03
1001045963537055745,81,0.03
992268562283692033,81,0.03
901171824949329920,81,0.03
1006839290241941505,81,0.03
926005394403295237,81,0.03
901183919529787393,81,0.03
988391684189978630,81,0.03
993333988997136385,81,0.03
966266211837673473,81,0.03
991014019489333249,81,0.03
1000960201581002753,81,0.03
990503846151258114,81,0.03
1004152084022034433,81,0.03
1000617154205515777,80,0.03
1007517689043484673,80,0.03
990503846151258113,80,0.03
1000921718907011073,80,0.03
1006663368478556161,80,0.03
1006303828230995969,80,0.03
996274083148005377,80,0.03
1003279071713820674,80,0.03
991110776477712384,80,0.03
999852993400340481,80,0.03
1007024008256618497,80,0.03
989811153831788545,80,0.03
909341196313821187,80,0.03
966266211837673474,80,0.03
988235553699397633,79,0.03
996724882870108160,79,0.03
990566518211674115,79,0.03
925785492126826500,78,0.03
1002826072848203777,78,0.03
888001874608848899,78,0.03
987752867987193856,77,0.03
1003394520323063810,77,0.03
1006464356932583424,77,0.03
978091459307438081,77,0.03
978371834834255877,76,0.03
991470316711444480,76,0.03
978371834834255874,76,0.03
940362817360953345,75,0.03
978478487355523073,75,0.03
964028705658241025,75,0.03
977705530675560449,75,0.03
1001173506941648896,75,0.03
975937515954896902,75,0.03
964191433256402946,75,0.03
886274541748682753,75,0.03
838930670551564288,75,0.03
918468242251907073,75,0.03
910083366516817921,74,0.03
962114455904976897,74,0.03
856571235144302592,74,0.03
964248607978029057,74,0.03
961450350912995329,74,0.03
888391101766565890,74,0.03
959002837948432385,74,0.03
870670272755793922,74,0.03
944253989079482368,74,0.03
1001393409328742400,73,0.03
1007718899694829568,73,0.03
989846338034466819,73,0.03
872975948641730563,73,0.03
932694823246233601,73,0.03
859205665045741569,73,0.03
842157737250717697,73,0.03
949850503092043778,73,0.03
889312492527812608,73,0.03
866110598169493504,73,0.03
845293544386985984,73,0.03
961178771551354881,73,0.03
958355225570181125,73,0.03
994935977462267905,73,0.03
977189859724099585,73,0.03
884809992277590017,73,0.03
830134577630937088,73,0.03
939108274507939841,73,0.03
944711385867157505,73,0.03
835086777937428480,73,0.03
936618980281286658,73,0.03
886144799442731008,73,0.03
998940398712586241,73,0.03
969612025727025153,73,0.03
834715142979846144,73,0.03
877466354213126146,73,0.03
848141279490605056,73,0.03
974258561821310978,73,0.03
869891818605379585,73,0.03
872444884503560195,73,0.03
988891962099761152,72,0.02
891246533405573120,72,0.02
852252353500348416,72,0.02
990716051901054977,72,0.02
802014567764852737,72,0.02
959017131520557057,72,0.02
975770390350725124,72,0.02
988746826475765763,72,0.02
953294173567254529,72,0.02
954827992343707649,72,0.02
989846338034466816,72,0.02
999968442166476801,72,0.02
941289705550512129,72,0.02
980205820168699904,72,0.02
967172209383178241,72,0.02
914357168314974212,72,0.02
961178771551354884,72,0.02
949808721654317060,72,0.02
970141990232064000,72,0.02
933333639428767745,72,0.02
961980315522367489,72,0.02
841896053420720129,72,0.02
859199067961425920,72,0.02
974258561821310977,72,0.02
850320511520210944,72,0.02
890375720185233409,72,0.02
918447351572070401,72,0.02
981553821377232896,72,0.02
860965983080415232,72,0.02
1006047641887571968,72,0.02
906656188924952577,72,0.02
939749289807577089,72,0.02
984924924055191555,72,0.02
906825513648979971,72,0.02
888062347805130753,72,0.02
991780379003846657,72,0.02
884050229747843072,72,0.02
935663504578445313,72,0.02
979852876929564674,72,0.02
908248281819709441,72,0.02
866141384561524737,72,0.02
946218816310280192,72,0.02
998773273121718273,72,0.02
975770390350725122,72,0.02
846752596297908225,72,0.02
878901216826425345,72,0.02
941013728187580418,72,0.02
883243188222033920,72,0.02
955982479670640641,72,0.02
872444884503560194,72,0.02
997393385983377409,72,0.02
1005713390465450014,72,0.02
994201503730827265,72,0.02
969383327123308545,72,0.02
871870939467153409,72,0.02
909357688882987009,72,0.02
851963181888176128,72,0.02
972037548333662209,72,0.02
965694465671626753,72,0.02
1005893710412251146,72,0.02
951819728426893313,72,0.02
1000231225389809664,71,0.02
944703689251684354,71,0.02
961178771551354883,71,0.02
975965003926863873,71,0.02
959160068157472769,71,0.02
966625751979720706,71,0.02
947315029280227331,71,0.02
999644086240608261,71,0.02
954046239443451905,71,0.02
953838431741673477,71,0.02
993828769258602497,71,0.02
951045672271282180,71,0.02
876836334074265601,71,0.02
937482096796499970,71,0.02
969725275300429824,71,0.02
941804277048410113,71,0.02
953106157245366273,71,0.02
939557974804987905,71,0.02
968170565866946561,71,0.02
971339358405001217,71,0.02
961178771551354882,71,0.02
951045672271282177,71,0.02
963038045679714305,71,0.02
933332539973500929,71,0.02
928318767005827072,71,0.02
958654292882882561,71,0.02
880921019680817152,71,0.02
929961437366321153,71,0.02
950785088078938112,71,0.02
950152868781490177,71,0.02
993121783202578434,70,0.02
947450269209264128,70,0.02
994018984723349509,70,0.02
1005452806175260672,70,0.02
972686260080214017,70,0.02
913760133428740096,70,0.02
968788491424628736,70,0.02
969724175911747584,70,0.02
908126235801223168,70,0.02
987848525500514305,69,0.02
894359250800476160,69,0.02
899662195545669634,69,0.02
1005161435612119041,69,0.02
1000839255444815873,69,0.02
1007600152303828993,68,0.02
919425916935864323,68,0.02
954735633411735553,68,0.02
970644467126501377,68,0.02
911754624322961409,67,0.02
974854497133920257,67,0.02
997962933017509889,66,0.02
989846338034466817,66,0.02
771920934402326528,66,0.02
1006712846429061120,65,0.02
919219208630239233,65,0.02
1003264778077667329,65,0.02
979795702345039873,65,0.02
969684593378590721,65,0.02
1007263701796651008,64,0.02
1007455016796422145,64,0.02
928792656490201089,64,0.02
993772694106013697,64,0.02
1002907436699615235,64,0.02
951414008675696641,64,0.02
768930262862462976,63,0.02
991287797859549185,63,0.02
1006706249467297792,63,0.02
998701804766035968,63,0.02
954531124080607233,63,0.02
1007548475438989313,62,0.02
979174478258700289,62,0.02
1007092177966727168,62,0.02
977438349412532224,62,0.02
965702162310234112,62,0.02
1000245519103426562,62,0.02
996638021491556352,62,0.02
999504448350191617,62,0.02
920077927371636739,62,0.02
998937100270895105,62,0.02
1004958025856516096,61,0.02
994409311309791233,61,0.02
1006390689681965058,61,0.02
989807855177760768,61,0.02
999967342770847744,60,0.02
999989332945469440,60,0.02
993869451072569344,59,0.02
960236489895116800,59,0.02
1007826651808399361,59,0.02
994344440117067776,59,0.02
821986096882384896,59,0.02
1000696318833131520,59,0.02
1007493499879751680,59,0.02
1003095453257695232,59,0.02
989355955928760320,59,0.02
982233319671463936,59,0.02
972092523904368640,59,0.02
992015674535641088,59,0.02
885961180987719680,59,0.02
989664918614966272,59,0.02
1003187812249436160,58,0.02
997655069648814080,57,0.02
1002848063211569152,57,0.02
925169765667831808,57,0.02
955331568539664385,57,0.02
992401603212214274,57,0.02
994567640974360576,57,0.02
993684733143154688,57,0.02
989383443726663680,57,0.02
941936218435158017,57,0.02
842079671869505537,56,0.02
996703992289492992,56,0.02
991559377237770241,56,0.02
864259020466290689,55,0.02
1005518776786092033,55,0.02
994562143538708481,55,0.02
902158086907953155,55,0.02
998193830427099136,55,0.02
995048127587745809,55,0.02
1002561090689499136,54,0.02
981570314204938241,54,0.02
988307021828128769,54,0.02
996124549461114880,54,0.02
995840875564892161,54,0.02
913832701310337025,54,0.02
845853195758993431,54,0.02
985641805795164161,54,0.02
952362887289241600,54,0.02
998286189311557634,54,0.02
937847134733991937,54,0.02
879245364016185345,54,0.02
896475810614345729,54,0.02
885525774463795201,54,0.02
1007676018755502080,54,0.02
990603901556293633,54,0.02
981433974730653696,54,0.02
992827114198138881,54,0.02
1006575407467134977,54,0.02
943771303332675585,54,0.02
976360827954135040,54,0.02
896469213704159232,54,0.02
1002570986221600768,54,0.02
801551673345114113,54,0.02
963133703056523265,54,0.02
908272470889791488,54,0.02
1007482504558411777,54,0.02
1005713390465450010,54,0.02
1007393444132028416,53,0.02
992846905385549825,53,0.02
989125058599649281,53,0.02
1004234547332710400,53,0.02
1007833248934330369,53,0.02
982938106526826497,53,0.02
995545106868535297,53,0.02
991435132419440640,53,0.02
896475810614214657,53,0.02
967189801494446080,53,0.02
989456011484790784,53,0.02
994331245970391040,53,0.02
979480142402420737,53,0.02
939585462603218944,53,0.02
937306174946213888,53,0.02
976426798696759297,53,0.02
931936160140492801,53,0.02
1001988245081948161,53,0.02
1002561090689695744,53,0.02
1003058069834956801,53,0.02
920938844824403969,53,0.02
1002561090689433600,53,0.02
955537177244663810,53,0.02
972806106851901440,53,0.02
1006711747006431232,53,0.02
987587941164908545,53,0.02
1003936579672801281,53,0.02
896469213703766016,53,0.02
1007592455712079873,53,0.02
995898050064023553,53,0.02
970654362825719809,53,0.02
1004826084554768385,53,0.02
947172092827140097,53,0.02
873082601264447488,53,0.02
931236870727335936,53,0.02
993072305203380224,52,0.02
932612359806844929,52,0.02
966873142211772417,52,0.02
994166319286059008,52,0.02
802797419983732737,52,0.02
801901317983764481,52,0.02
813779342153744385,52,0.02
943731721033220096,52,0.02
996817241764003845,52,0.02
996032190617616417,52,0.02
998017908599226368,52,0.02
1000050905497403393,52,0.02
990710554221740033,52,0.02
936263837996482561,52,0.02
964636735434981377,52,0.02
982488406358884352,52,0.02
993981601310769153,52,0.02
1006536924645949441,52,0.02
988420271474606081,52,0.02
977421856739229697,52,0.02
987003001078087680,52,0.02
992147615999590401,52,0.02
1002848063211372545,52,0.02
987041483996332032,52,0.02
895037649425465344,52,0.02
967381116597895168,52,0.02
981303132698705921,52,0.02
978030986132652033,52,0.02
994641308245360654,52,0.02
892834228125564928,52,0.02
958950061405896704,52,0.02
976943569202315264,52,0.02
953607534400897025,52,0.02
990484054903619584,52,0.02
987079966960386048,52,0.02
987554955860312065,52,0.02
892834228223475713,52,0.02
969361337039519745,52,0.02
923989989576867841,52,0.02
1002630359857430528,52,0.02
983530743251009537,52,0.02
991375758873460736,52,0.02
979176677419909121,52,0.02
995690242477522945,52,0.02
966953406495653888,52,0.02
983538439916683266,52,0.02
1002536901327192065,52,0.02
892834228223737857,52,0.02
1007718899695616001,52,0.02
987096459519000577,52,0.02
862652634044760064,52,0.02
1002559991053484032,52,0.02
967513057937915904,52,0.02
947181988437753857,52,0.02
983295447939809281,52,0.02
1004652361726885888,52,0.02
938573911874535425,51,0.02
975823166875697152,51,0.02
974092535487004673,51,0.02
961478938135691264,51,0.02
1006981127301038080,51,0.02
880171152931422209,51,0.02
998945896317059072,51,0.02
999387899969994752,51,0.02
974172799855558657,51,0.02
993369173347401729,51,0.02
974890780891873280,51,0.02
967127129360695297,51,0.02
949806522612514816,51,0.02
934977409341194241,51,0.02
1001692476320972801,51,0.02
933413903899492352,51,0.02
971220611249274881,51,0.02
971464702686986241,51,0.02
999766131952254976,51,0.02
892834228224131073,51,0.02
994489575677165568,51,0.02
875862166622896128,51,0.02
975153564288483329,51,0.02
1007545176733319169,51,0.02
996254291888308233,51,0.02
936390281855565825,51,0.02
951757056493551617,51,0.02
993419750882672641,51,0.02
994562143563284481,51,0.02
992338930991431681,51,0.02
999232868931862529,51,0.02
983295447936204801,51,0.02
1004675451518124033,51,0.02
993910133116698624,51,0.02
1007680416796704769,51,0.02
974556529413586944,51,0.02
956150704719593472,51,0.02
896475810614018049,51,0.02
971050186878943233,51,0.02
896469213704028160,51,0.02
883113445816729600,51,0.02
1003093254322257921,51,0.02
964830249759342593,51,0.02
947565717998534657,51,0.02
971859427328327681,50,0.02
837535390361059328,50,0.02
970847876625596417,50,0.02
994354335798001664,50,0.02
988223458920300545,50,0.02
915359922983337988,50,0.02
942804832683819009,50,0.02
999048151031873536,50,0.02
966301396126793728,50,0.02
955850538026795009,50,0.02
996132246179479553,50,0.02
806183915830116352,50,0.02
908274669920124928,50,0.02
1004882159587426305,50,0.02
985347136567836673,50,0.02
966281604917428224,50,0.02
982136562611453958,50,0.02
995983812057366528,50,0.02
994981057541898241,50,0.02
1007592455711686657,50,0.02
884128295090847744,50,0.02
993606667838947329,50,0.02
909150980706336768,50,0.02
972056239908585473,50,0.02
1007393444138516481,50,0.02
989730889380331521,50,0.02
973453719226023941,50,0.02
884011746813542400,50,0.02
854698766905966596,50,0.02
995154780271017984,50,0.02
1005257093109448705,50,0.02
1000607258404257793,50,0.02
908274669919141888,50,0.02
974322333478354945,50,0.02
1006393988071555072,50,0.02
874539454236000256,50,0.02
990915063498670081,50,0.02
928898209503641601,50,0.02
880171152911368192,50,0.02
961749418107797504,50,0.02
1004818387885228032,50,0.02
983989239735255040,50,0.02
995664953583075328,50,0.02
858698790155321345,50,0.02
975032617900179456,50,0.02
996854625218330625,50,0.02
999762833428185089,50,0.02
897676477539483654,50,0.02
1006986624862978048,50,0.02
1005325262741962753,50,0.02
996192719266709505,50,0.02
990131111559299072,50,0.02
942869703841415168,50,0.02
923224729626804225,50,0.02
1006964634581663744,50,0.02
1002409358008713217,50,0.02
920717843061735425,50,0.02
879718153913630720,50,0.02
1000112478122737665,50,0.02
968493822231576576,49,0.02
964981982109564930,49,0.02
988758921121038337,49,0.02
933021378110357505,49,0.02
989045893721948161,49,0.02
880061201685676032,49,0.02
978360839596670977,49,0.02
879715954870648832,49,0.02
869089175120445440,49,0.02
1003519864924405760,49,0.02
988640173813268480,49,0.02
961680148708392960,49,0.02
980169536277250054,49,0.02
944980766200954881,49,0.02
935358939840774144,49,0.02
990605001161179137,49,0.02
993140474874822656,49,0.02
1001675983743352833,49,0.02
995252636723118080,49,0.02
1001612211984793601,49,0.02
983574723885531136,49,0.02
1007111969154465793,49,0.02
973980385370767360,49,0.02
988014551670587392,49,0.02
1006034447804334089,49,0.02
935782251854757890,49,0.02
999155902985535489,49,0.02
966749996998787073,49,0.02
949688874871750659,49,0.02
1003782647972495360,49,0.02
982690716438429697,49,0.02
930747588282548224,49,0.02
964856637877911553,49,0.02
981115116220121088,49,0.02
1001489066841079808,49,0.02
988555511483727873,49,0.02
934872955704442881,49,0.02
988836986482524161,49,0.02
871209033434071047,49,0.02
920868476136194048,49,0.02
993773793604141057,49,0.02
979197568060489729,49,0.02
990887575599120384,49,0.02
955436022256893952,49,0.02
1007688113367285760,49,0.02
913168596185645056,49,0.02
933942769175953409,49,0.02
884781404943941636,49,0.02
957127071034834948,49,0.02
997391186931548161,49,0.02
966876440717164545,49,0.02
963256848528637953,49,0.02
940989538936291328,48,0.02
978192614397902849,48,0.02
896475810614280193,48,0.02
981227266572156929,48,0.02
1006770021057101824,48,0.02
990429079265017856,48,0.02
942822424845352960,48,0.02
947034653969088512,48,0.02
927309415314620417,48,0.02
999314232836161537,48,0.02
992415896781914113,48,0.02
1005825540561895424,48,0.02
973226120402829313,48,0.02
947628390182486016,48,0.02
985182209785987072,48,0.02
861822502688718849,48,0.02
918172473637994497,48,0.02
961387678628708353,48,0.02
1007403339847630849,48,0.02
999170196751450113,48,0.02
995778203349549062,48,0.02
1005254894077804545,48,0.02
896468114071158785,48,0.02
973839647846563841,48,0.02
994788642905980928,48,0.02
996014598390349825,48,0.02
896468114071224320,48,0.02
992422493838901249,48,0.02
926075763260456962,48,0.02
993290008507842561,48,0.02
943703133771923459,48,0.02
1006253250545778688,48,0.02
996014598391332864,48,0.02
942904888176345089,48,0.02
935608529080745985,48,0.02
983667082863312896,48,0.02
1005564956270329860,48,0.02
882349285228675072,48,0.02
937501888166363137,48,0.02
996833734473940993,48,0.02
993570383956869121,48,0.02
855422245596430337,48,0.02
1006828295188381697,48,0.02
896431830162341888,48,0.02
1005951984383754241,48,0.02
937509584627302401,48,0.02
1007548475443249152,48,0.02
858684496552001536,48,0.02
1000170752378404865,48,0.02
980247601525227521,48,0.02
996930491490435072,48,0.02
1007193333155168257,48,0.02
993114086602637312,48,0.02
988094816067125249,48,0.02
994645706394959878,48,0.02
955354658547957762,47,0.02
1006525929428221952,47,0.02
999504448254312448,47,0.02
1007533082240221185,47,0.02
876668108756811777,47,0.02
1000749095533019136,47,0.02
1004672152963579905,47,0.02
993436243566329857,47,0.02
919007002908622849,47,0.02
980737983811289112,47,0.02
861141905049976832,47,0.02
962459702564028417,47,0.02
1005727684005527553,47,0.02
975614259546750977,47,0.02
1007718899665797120,47,0.02
982551078593036289,47,0.02
952860965981913088,47,0.02
996896406619619329,47,0.02
996156435348193286,47,0.02
934282518130065409,47,0.02
983105232305061888,47,0.02
989232810685497345,47,0.02
988807299643473923,47,0.02
1005129549680410625,47,0.02
999420885454684160,47,0.02
933345734229753857,47,0.02
879143109320507393,47,0.02
988493938781323265,47,0.02
1006480849656741888,47,0.02
947654778339983361,47,0.02
992202591527632897,47,0.02
989338363791015936,47,0.02
984868848992976896,47,0.02
937501888145588224,47,0.02
1006104816463773697,47,0.02
1006899763444973569,47,0.02
994234489118064641,47,0.02
913414886783188993,47,0.02
995912343769186305,47,0.02
959055614535467009,47,0.02
1006899763436716032,47,0.02
966122175696535553,47,0.02
915359922983337992,47,0.02
991942007360651267,47,0.02
976213493505589248,47,0.02
861955543564288001,47,0.02
940436484535681025,47,0.02
964778572451282944,47,0.02
937954886823247872,47,0.02
987142639029780481,47,0.02
862190839132258304,47,0.02
997440665011683328,47,0.02
1006986624869793793,47,0.02
994082756361453569,47,0.02
997109711928885249,47,0.02
894482396081553409,47,0.02
974089236971520001,47,0.02
1003766155325407233,47,0.02
999705658960379905,47,0.02
1004149884878848001,47,0.02
941135773950607361,47,0.02
1006409381281071105,47,0.02
806200408507613184,47,0.02
1003308758434643969,47,0.02
1006386291500974080,47,0.02
1005703494815711233,47,0.02
923069698379481088,47,0.02
975869346349318145,47,0.02
896431830152380416,47,0.02
937491992372707328,47,0.02
1007238413002997761,46,0.02
877875372453789697,46,0.02
1005564956270329859,46,0.02
985263573569765376,46,0.02
996014598392643584,46,0.02
980168436789542919,46,0.02
1006024552228257792,46,0.02
1007238412996182016,46,0.02
1007588057790414849,46,0.02
1007527584631291904,46,0.02
993438442678059008,46,0.02
957297495570776064,46,0.02
993042618388971520,46,0.02
989517584173498369,46,0.02
950265019343699973,46,0.02
1005498985671491584,46,0.02
1007757382459457536,46,0.02
896468114071093249,46,0.02
975045812221771777,46,0.02
966856649446457344,46,0.02
991538486577987585,46,0.02
994544551344406529,46,0.02
1002424751169273856,46,0.02
987287774555275265,46,0.02
1007676018851774465,46,0.02
1005558359218388992,46,0.02
1000461023355797505,46,0.02
1004355493516804096,46,0.02
967518555569782785,46,0.02
1003110846417797121,46,0.02
927106005540536320,46,0.02
1007174641500749825,46,0.02
982401544847884288,46,0.02
996014598382157825,46,0.02
973469112492359680,46,0.02
1005459403267309569,46,0.02
993827669708898304,46,0.02
999494552730075137,46,0.02
