summary_type,message_count,avg_total_peers,avg_delay_to_0pct,avg_delay_to_5pct,avg_delay_to_25pct,avg_delay_to_50pct,avg_delay_to_75pct,avg_delay_to_95pct,avg_delay_to_100pct
SUMMARY,232772,662.4026987782036,5.736078242035189,48.73311086055476,121.82160648431713,181.7093800582728,246.7856217183043,356.1928784448357,1401.9952432607681
