orig_node,message_count,percentage_of_total
027c0ad013315a77a40aa5b047be6e05361886e5721dedf8bb596ba47cb1ac8df1,29,0.02
02abddc7c1a11ab46a514c096e8cc759087a048b556c3b2d960863dc3fde5f9db9,29,0.02
036ddd507a46a16a708ff865d423dcb00eb3e415c0d2811eaeb576aca4edda8f05,29,0.02
0232f6dcaf2aff68fec5162dbf14661d212f7546b999f3f7722cb166fcdeb09179,29,0.02
0232faa5b7cf28d3cf87031002ef2fc619272a99c82340091502f30743574a0ad9,29,0.02
03b4abb279e7c83dfd3524d0dad9848b8b2026f3411b7e8203f94cf95d6446e296,29,0.02
030a74b51c1339ffc0b060ef24e9ee4418f1591cd6103c05299a1a43b7067e1e0d,29,0.02
025ddd534168f01915299316e362ec8c47aa9d166f4a00941f9866dc4de0d47cf9,29,0.02
036f28c4fd8759cbcf942bde9d85b6e2ecd926af14ef93b8380e3c3b2596eaece2,29,0.02
0336f76c8d1209135699fb1aa3db07634c361c4482210111285234eb28b398fe2d,29,0.02
02f50854610dc0d0ca2ec28a913df26a3a1368c2196c7ed39cce0648a968c7fe76,29,0.02
0210e4093bb57fcaf805e73103676df8e29f9a03c2a233803fe1d58fa4fb1700a0,29,0.02
024cd3be18617f39cf645851e3ba63f51fc13f0bb09e3bb25e6fd4de556486d946,29,0.02
039489af8685afd77316c9791f0b400688efd408815f95ad7be2a279f71f6bd5c2,29,0.02
0238a8f90d8182abd88cd652a1ede97ba6bb175da6447586b06d40af8570c91b32,29,0.02
0279616ea965690c26474a282efa87fbc6bd18afeadbe19d6fde73d7c12e3b5964,29,0.02
02f7ff310d5c6f97261b32197ceb1e2d6e466bc7cfe2f222c6fd2685544a81f8dd,29,0.02
03edcf2358b9920ec2ecb28499a0f51629ef796d891504b5423ba4b5ad18cbfbf9,29,0.02
02ed1d5bb7cb4b877f4c642d9f091a1ee7fe2f7e15509fda8e0b53cc8ac458bd98,29,0.02
02507a7ff69691c8da01d21687ad5486cff6c9ae817ee6820e1c0868861ece7da4,29,0.02
0210ef7d43c105753673563feb1e20fe344b844ab65aa710cb2288a257ec024c99,29,0.02
036bc853cb9bc0a3964456ad3bfbfbbfa64e9867cf701de1e35f6e809449f566e1,28,0.02
03fce8dd250e20ff171aa3485fa4187d2c268e82f5daa243b1e85e5d93542ec5cd,28,0.02
035c15fe7cf1531e1ce56e436b459bd06066c54a79f0650d7ec4b8ab7370232c18,28,0.02
02361f3687a21d4f0e77d2fb024803e7fd431cdf4d746cd7ef89704b38b3b81b18,28,0.02
02d1c90c6650673451be016b84ec25dd8ace97ea86475471a42515132eb5b6458b,28,0.02
0319ee847e0dd27f13aa95038c7b1c065b172c54e75648420e7fdc6af535013926,28,0.02
036ec126a38b0067f300f2e477f7098bc28d5c6807c1716a8d80bd957b3d434e21,28,0.02
032cf14a8d5928df749c4bc39e493f6dbbb2cd6258fe238b76fc658fe9b2b39f2a,28,0.02
02236a98e47cda3fde581e15cfe276c2c4afa8be312c3184515455e22909fadaa3,28,0.02
03d2e20bc19d995098ba357157a9cfbfbfdff4b78fce5ec713128e988e0115d776,28,0.02
0221592fc6499205ee5d6a9e5ffd2f643aa69eff786631dbd72de14cf6d720d7da,28,0.02
02c16149d3ce6ccd670e2b719c9093f3cf61e3c775cd2f9fa879c97924c4b9d3a6,28,0.02
02c1ba4597b9889f4215e056c969b11f6d0aa14f1624afafa0d74103bf60cb5769,28,0.02
03841ab181aa66a9670aed5127d1943e009bf7ff2e118317e3133bee9e9390fe2d,28,0.02
0235664b101bfe94038da2f68b05be310d5ff4b6b210de2d0c1c560cfe1d4a5d91,28,0.02
03ee42cfcb9540159fdace61e085a9bb6f27b272385f640f0be28df73695ed9817,28,0.02
025e2e07ee08af3d5c9b04af84e09f1181759a8cc6aa6477157ce633c120eb320d,28,0.02
0224182936cd14310804ba27a6861c2ff19f546dd8ac796ad0b91f97ac88f47a27,28,0.02
02cbfa891db6a885453a1314603f67d1df92d15e40d8bb88d207ae9078ce8c7067,28,0.02
037df406a8a7274a605fbf39a367e42d5476da3aa1f13b409b2cec70f07d4c9ec5,28,0.02
0368a6ba0859074d665af172333818c4b94d202909c8745008eccfd4d6aef464f8,28,0.02
02cb5131299f7c8711f72b41e6bc64d79459e20c8454ec5f6f6a8a748db3c028b1,28,0.02
02b2a66ba0610aa15c8f0189d51b6d171780454169e63b2a01e871cfe818630dbb,28,0.02
0382d710b210d390bcb6acd748262d8792d2a459efe38618cb610adad317418ceb,28,0.02
03975886c3542d2f957e51ff2b28625433841caaf1dab5ba517bf27ccc555da614,28,0.02
0311997d05ca6378cd3ecf026080bfa60ed801b814b68eccf478af1b89d7b62203,28,0.02
028b7a9911d16935fd58188af19acb6b48405389c652614e786229ae28252df2ed,28,0.02
025bd1d0efebcd6ceb9c4d2cdd7e2ea9e2d46295f3ea48390702f1c7fdef5caaca,28,0.02
02c551a80ba5758c845fc4d554a234e119082fa36f30d185ab4ab1af2f46f1ba4d,28,0.02
0275080fd049ab56e7173e97c1d24c3e198647d633c4c233b5ee342e6697f7898d,28,0.02
03f94e8b7486baf718197f63116e6da4908b533d8d930ebc1b2efc6c14f04dc4ec,28,0.02
0370287e94df6c59c350939d9a0e52307af168deac8da1256bcacf974f8de520d9,28,0.02
03c5827e4d56b998150cf0e65569ee81dc9f8d8219d6393ad3747bb7d5021bee6b,28,0.02
03027e2c3961cdd2105fe6aca1e4b883c8938e59f6321d8a7c867a84c67a11b0fa,28,0.02
03bb2e555f67b67774e5ede61caae7f8eee490ccf13f6323de55efceb6b4ef14b0,28,0.02
02d4b432058ec31e38f6f35d22a487b7db04c4bf70f201f601b66f7b4358242b03,28,0.02
03bc86d036cc77ef27773d365b1565c1b5ab3b848ea4181f9a9f3853970e6a02b7,28,0.02
02aac0c91a0de581cde14c3f58d22cfc99fb99578021304312102180784b08a57b,28,0.02
03019f07c684a7ccf84678bc91d65633360473b233e767ca78804dfd22e4bdee91,28,0.02
02fc1f8c244c9d275f999e6f0ce02f8e46d8f31864e9c899392dac5260ee45d9b7,27,0.02
03594289b7168b7119ab089f236cccf85cb888ce3c6ab368fc472742ad2aaef0de,27,0.02
02758d961750972030292701d85c90e332bc1b7d8db0e705df3f087d285f9caf06,27,0.02
03af2fc78c94be9d6940eff1dcd927e5dd720f03d5097ec5988644f270442b7750,27,0.02
0390c0de9543bbadd2ebb2d4ccadfb4bc61b1af54cfaa122aa688f16375948643c,27,0.02
0284148066cd12c179c4b91f5666a613ef257f929c26fdd9e73cd49cfe7f089bae,27,0.02
0366401bf255adc2c865009cec4c0627c48d8e648733538aef654615d1e8ac3944,27,0.02
021499e09ebbfbe4225c87d3d19aa90efc7a0139465927638a35048c094130fe49,27,0.02
03e1767a00671c2f6782359307e4b22ad57e866832c3d22d0ab40deb3ca681376a,27,0.02
0224621f327007c26342c1f166e40f0d6ef99b35a44d8d1d0d54998bd2bfc60870,27,0.02
039df94d1810c0a2662e2e4cbb85514b1758f07af4d572810e3629f1ba1800ee82,27,0.02
039d3278ebe8e5ab25d66ac5739f851bc4aab1f4a8f3a3b3201dfdd6c7868f7d54,27,0.02
022c92e77572af651fb1447fcfcde046349ac67c7bf88cedcb9708f5652f4d382c,27,0.02
02765a281bd188e80a89e6ea5092dcb8ebaaa5c5da341e64327e3fadbadcbc686c,27,0.02
039ecc8d89f97b42e1875a2568689ac76a7e19aa54cd5d6e2809cbeb62a64250ad,27,0.02
033fe7c583d44f5fa4cb42bbee5d86f35de1ed55f2246fbf3b26c98a7ae5bbaeee,27,0.02
0263613ed276ffdd9d53f4f673acff99ccf50cb21e26d2deea54f53d25e289d9c5,27,0.02
0263139905d2d5bb8bc6741065b1a16521a0a6750c5a3bbe333ff6e65c6b31643d,27,0.02
022d509049e143b1c5fc5383210acb97a3e5a4b0e0d31dd4c920eee92a4aacd312,27,0.02
03a3f5182ee9d0fbc9ba59a38deab5619ea09c05c82341edff04187ebd0c95df7f,27,0.02
03fc8d2172a07f015b9822bb203082fce0588f5540a0da8e77b596ce5f800074bb,27,0.02
03bb1090cacf8bf1d77185e341700c9a8f59c026023782a672e44d2a11b5a693c7,27,0.02
03236be0bacb995a1b8035fbe31b6f42b3f43f9f8d9b436427420d9670e5ef5038,27,0.02
0288037d3f0bdcfb240402b43b80cdc32e41528b3e2ebe05884aff507d71fca71a,27,0.02
03ca93dac358f7fb978bdd3f42c0d2deaeb16f5d2226e648ac0d1abd9b75c777ea,27,0.02
03fabf8d960f02f91fbdc7319917061db89f46116ef5fa75f02cafa7014d2c62f7,27,0.02
03d3a70c962b8505a228234fad0443cf88f95cd2cc11b827e075cbb7560d842e98,27,0.02
03da5899dbb8b27afae98965c119b971cc66068601bc10944c371cf584808f9080,27,0.02
0379e3c7252b60d86d78987522ce10ae24dccab4359ae97d2058a96fdcad02aae1,27,0.02
02a09ee8308de3b5bd71233bf8b7690447ff25533020c35bf8810d550841c9c6e2,27,0.02
024abb55f6b2c8c99e052cddc2ac3560596a7386ec44e33269108f1b7ead7da6ee,27,0.02
035b04e00521a8d50894e813c72576d2a03a09cd940be074b7f2e35e0a01d7d12d,27,0.02
02f8d383ba3de83385cf08962cd093d220d4f76f8fab2499741b042bb420dfe8d1,27,0.02
03ca714c70a61fa7bcfef6e973be60c7028aaf8366636e9c6b938d4b9eb9a6af19,27,0.02
02dd543868366e0bc3e498ab7c687d795a30ce0f70d2d034006b4654bbe887af8a,27,0.02
02927c8db6317f69daf779202d949537bddd1dbcf457ee05b91f3c3d14194d7740,27,0.02
039e8327879cc56a485195fcc5ebfae14bf0dbb5f29261f8c2c2689a1e7e7c8719,26,0.02
024dd8b22a8c5902224c78104361670dd2f72391da1c842b3059b19d8cb325edb5,26,0.02
02a2b81a825b5e73c0e4688e6349fb674dd759371ce03fba108cfadfe70bc5a11e,26,0.02
037c01c0028868153b54102e6c5652aae0faf3ce3720f35fb8ab18adfdeb25dfe8,26,0.02
03e6e3d2fcbde43c0a15e7fda1299edb0a891f4b04d72f4afdd01c3dcc0042fac4,26,0.02
0270e9394eca3c5f7efc74e72c86c28e7259df2ff3f192ec59ab56ca68c134d3be,26,0.02
03a5c14fbfb72af1ded64df1020241c63a1036fb3ab8626bb1876285203a7c9e22,26,0.02
03e6fcafb9c88ae2afbb3a7a32742610ed9de25a9549f04e5c845f14353ccc2029,26,0.02
02322d0783681af1d6ef62ebcaa5f679666933246abf0c6d9d897a736d47dcd466,26,0.02
02787fa383a86494733aefc06caaf05108ef7aa2fbc3da78a557e14bf5b1120a11,26,0.02
02b4c197f40e64571cab643a789e507c0052af9e31ae4bbea46ae657914ddf99ae,26,0.02
0371ccb71e3838984f6903b40b76581c4fceda54e22cb9c6a7d20681c036de0571,26,0.02
02f52c9c84e67be5f84c2aa05ba0e3c1dbe65067feb6878a6f331cea13767cb487,26,0.02
0382b31dcff337311bf919411c5073c9c9a129890993f94f4a16eaaeffd91c7788,26,0.02
03359cad9e58ead8d665af91ebcbc868f9267d4302664cf155cdbb4355ce9b7f2c,26,0.02
0380de4fdc2e108630e0f2484b4bcc3959719b6f86ea854134084d27e780f5c862,26,0.02
03265a3741a3b2016da8f30db7be6b13ed5cc51a3da118a032eaf8c81ab10a3756,26,0.02
03e9cd722fea2c5f281e683eae0768e18e0907c3213835be8010c760c5c054a93d,26,0.02
02d7aec838427fe1e4a5286a6f46978957ba15ef818c5f21dec75e6f9937123d3c,26,0.02
03f179d582c8f3d10fa09f423990c10632208e4f1552b6b5ef2d25ea11a300d382,26,0.02
0230a5bca558e6741460c13dd34e636da28e52afd91cf93db87ed1b0392a7466eb,26,0.02
0361dcd61f2f04237d58405bdfa888d91d67b0f8c07d480219210d9890c811d2e6,26,0.02
036170c5f4fa822a4bb1b23535eaaace9376884d3717903370d5cad5ea3c8e3959,26,0.02
024e5474a49ce2f1518c05115068413a6b2a3e6799ab919a30037b5f3cf4ed80ad,26,0.02
02d1ad67d5482f22bfb1b4c759177b781e45b6fb6cd59fe5c7a8e1199faea2b9ed,26,0.02
036254f9d34602c3125d144133a2d81ba50a65fda460a6b7f0ebd8448fc07f2385,26,0.02
0307e36b605c3bb0c07e5498c163b37f5bdc2e6167a5919a7d51e87f43a3e358d4,26,0.02
02fa1fdd2c60c755fa73e7fd22a48f0f91f680402323c29eb07e6be13103d0b676,26,0.02
0263a66b44b11ac3a138626c1aed9c3eaa79e26108a38c1da00864448d44cae8f4,26,0.02
033ef7857e162397c24d85c76785628323491bce6bb06d29df30526d07fcf87706,26,0.02
03a3648c4bfd5a0ecc76c0135b19a9ea6e12063ee058bb6c6d021cd5f852685d9a,26,0.02
035684cf5c3ed6a8684540d072e567a6f7024f307b4c0a9f6bea5ae1269627406c,26,0.02
0310db813c1fbe28bce8e57b4115b491a16cc660f81f6cae53051ed12b36164307,26,0.02
038b45c519a77d19bdef5f445ca6d128809015141f8777b1a596eab57ae106f948,25,0.02
034a4210fc7dd7fdbea22d0f12750f75b1dfd7a6a45f848db855a1a85145f3df1b,25,0.02
03c352103defd6e328ca913e35acb9485f005192630b2653fdd240bcdb70d8b1e0,25,0.02
02fb4d175529019cb762b1de19894ea946bec02a255359517b4353a2d1913d3a43,25,0.02
024f20f24d7ee79c287e8e4189fc5962a694a567c2b5df9dbdeef8a95da197364f,25,0.02
024f180a3bdcdce2ec786dd2ffa16eef267933ab7e3d21c24ce4487eddf687de6b,25,0.02
03406a813e0b5f283a1a24e8bf8b3b94497206fffdef72d2e7337fda62ec3362e7,25,0.02
03a87e35ff447dcc9325faaad3e7a8003a81d878db6a0433e6023d5c286b7136b8,25,0.02
026d1046158fef4793656061bb5aa99842e0fd79b70ad2f13e03bf886694d93558,25,0.02
02c3e704571825da0ef084f3ef199df0f97cc698ebdeb807f12fcc9e195c1beafd,25,0.02
030ef51039f200c65c5ec4037946b18d7129f63057bb7fe54ad707407a94b37ee0,25,0.02
02833c91c9e825c9383a8a342e2a205cc9a5b04473fa9d5374b5e0db835b1ebdca,25,0.02
03faee76df3e1fc897d62f9daf7424fb7e3e70d3aa425316a5012b91c9e439a827,25,0.02
03284f74651198c2c35952a8e0204e68a824455f329f799c1368feb850572036e9,25,0.02
039fdca8631d8487107069ddc8df3eb22f1332d5adbe487431158c0cf8ae698e12,25,0.02
03d454c802457fdc330e7b4982158ef1e6cbf0427d340f154491a55784ef616133,25,0.02
03943ecea8e497d11709de73c966208e6cfde618dcc8ce01dff81bbe771b2cd522,25,0.02
02dd60765a060074759f5f95fc6980a055d3d91da80deb064705efbbf5c52b534f,25,0.02
0359f88efc91da26b443d2fb611b6240531dc662ff6c789fedebeff45cf04833ae,25,0.02
0377ed19ece4b1e2869a77773e552e1ca0bbdaaaf1f710ab181b59cb5c813b0535,25,0.02
0281aded8f19e367b48e0470d066f8bca61888eed812ec1c1308f208db22d720a4,25,0.02
03e354c5bd6a262e04130f77841386c6942413c52d6b34448bf15344067d5aebe1,25,0.02
024a4aad26583790132c0b5a45885e9441f8a5ebcc3aa73ecf365c037154d9980c,25,0.02
02a8911ee0c36aa222b2b1c11127f327bac28c2424eef80dc77a5d350b40e6e1aa,25,0.02
032f71d82d094168fc07ebbedc71f4de6fc08be6cb7eb9c9b6062f2318b2fb8883,25,0.02
035360b3bf6a997ed1bb943ccca2b7ef969b1e25a1ee1322d3c8acca7e34468edd,25,0.02
023c0a5ffb6c1cdb69024d454da062394a3f15e4caafd172b74258f6bab601659a,25,0.02
02fdaacd4464fd8c45848548875a4c17b6cef133a3c7423a08ab1f62e105fb0cf5,25,0.02
03efeb4948c4f2118589e1bdec4ae51c00f75763ea8834d898e3303425789628c2,25,0.02
02a8d15c6611e9742d64b9f07b91d8f2811399704c296083bb423ae4dd23bddacf,25,0.02
036664923db12ff70b4a450b96c8a1fed3d5e32a873b5f523b534f96b62e4923ee,25,0.02
038b602fcc727fbb88ed016c493ad01c40bdd1340f901cc766d31a3358fdf983dd,25,0.02
02421a3a003faaec321a79945d2188a6edaa9d239be3e6f296eaefa76d177715df,25,0.02
02c376e54ff08c4ab3c94e9a5cebdef2c367d29a428b9f9bd3427b7708451532fc,25,0.02
0284ed1d5a3d4771c3a7ec74fbc3ac799f1b47c0d4b6ad2f75ee2426413f0844b8,25,0.02
0239e4dc85543cd84b712850072dc5e1bf0190c44b64dbe822581013f849a794a4,25,0.02
03fc03731b82bdf11ff8a670b1e1b82de9eca784cc52e74f4536ea224307b55578,25,0.02
0379221a4051d4171490e43e4a09e218a02941f06996b71cd814b290da08ad5f7e,25,0.02
0350c0bd2b8c0d48d5d0e5590c4160a13fd24fcdc2bb991c52f6fce699a08315a3,25,0.02
03c91650dafc58f35cb862c3e5b67d281b42b2b0f2c36251c017c9aae0821c841b,25,0.02
022cb065cd697e96caeceec7bc147e475ce6daac77f3200b2a0802f859a043bc64,24,0.02
02151e3ef08c9c9eb259683b4ba1ddf887b702390b61fbe205943152101306b459,24,0.02
02c014c91eea3373f31a870223962ad34993af4164bfc504746bd5a6b2cbc89c9c,24,0.02
028e45035bb7eb364dfd20f7d131ce9f529ec711f114e67f9dc06dc8004c98eeef,24,0.02
021deaa26ce6bb7cc63bd30e83a2bba1c0368269fa3bb9b616a24f40d941ac7d32,24,0.02
02c303b46ef8f95b799211e9112dcef59bae6a5af6133d333ac5ef8194bc8ae0e6,24,0.02
03937d345368ebd7da30af2818ec6c36c8a9b1d62293f97e82e80a1996276e2774,24,0.02
035ef65af278f0dc9400f92e397b096f2d74a6e2acd662af5cf41fe9ff7b6ba488,24,0.02
02c80136d51ee2605a32fdf015bf15f5651aafed07934091011cec88822a1a26dd,24,0.02
02bc28da9d1d68dc81747b347c2a7cb3ff4315e444e561f88f75e79c4efc248625,24,0.02
0297f444cde03c7154c610fbfbb8f8998241efbad11abbc0dc0ecf6e1e31019daa,24,0.02
026d1de80e59f3fe2b27aa3dc8012f4437165bf99971bd9b7d8afedb066f92d695,24,0.02
03d01ae1548e4fc8168fdf85aebc8f36a7e361e26d44d1be35d087e3a5461814fb,24,0.02
02faa4ab03242a287651931e7dae6fddcd7f65f01c17800b7edf6a1bf2a31e00fc,24,0.02
02d3fa697897bd6d5e2c0ccadc2abe576a4bf9c2aff98c1e15ff9d2d2e6982b7a6,24,0.02
02bd68cdeae5a5c21410d18a03456aa4b234f36780a1f485b6ffc5fd1311ee7833,24,0.02
031208d2e80b2bab653d62d75a4f78b481cc551b10404860e1a8eb340e04a259ab,24,0.02
02208e802b3c514bfe67b3e2190b1340e9172b7556db31d118ffbe68afdf89f103,24,0.02
020ca6f9aaebc3c8aab77f3532112649c28a0bfb1539d0c2a42f795fb6e4c363b2,24,0.02
03aa776656f3d083baf8bc2c88f1555e62847adb52a2498a60d0d6a08d566fc256,24,0.02
034052183132b11ddaeb41773a4908f59bf4e015cc3837526980ae5740db5415f5,24,0.02
02bdb6c80604f46458394da1e404cf414fe13ba117e7f2718ad7ae5ccc325d0824,24,0.02
022454c037ca4d199a9e680305b0239c1c7b278fccf8fb80ea9c5a4c60b0342d09,24,0.02
035f1cd315544f1b04defc0ad373029a949eb2cc69c4730469333a02f8f29ed875,24,0.02
03915488c71b7211eafcdc4f55dc744f9dbe7c0fb21a290aae4e2b3d51fdbb4508,24,0.02
02eb9dfcbe445ea0366635e932db3bf78e95eb5241ba9bd3f1c72b48fa9f3fc234,24,0.02
0200000000727d3b67513c916f16975e3bf8f3304cf3fcf0ed855e2ae41888f461,24,0.02
0362d7e428ba2baac089ae95dc244e339f997b2fe5515922cc4a9865427b70b6c8,24,0.02
03477b0f9679de60b3a803b47294e37b4c14a383564afded973114134623d2ec82,24,0.02
033f3e460f1eb705c98016c3d04cbe876784ea2a33570939228ce4f5c50980baef,24,0.02
03d508507f1a4f26235d19ac14033c8b132aa3f77e3a0658df6de461fab159bcd1,24,0.02
021de285d0a9ff32c7b81eaa611c41e327b0ec65e20348433b3679ff2ef544b5c4,24,0.02
02e49b950f389b794d8c59b2cf36492b7cf76655e7dffd0c1df9e601f86cabd658,24,0.02
036e963739bfa62afad807c9ffb195868a1a2ed697d74ffc2d80f556e46f98c0e8,24,0.02
03409f317416148d7e82f4b71f3d142b8d69af8c7997e3d0dc01df3884c863db4d,24,0.02
0370a5392cd7c81ff5128fa656ee6db0c4d11c778fcd6cb98cb6ba3b48394f5705,24,0.02
021cacc96dfe5ea4f6b46c5c7698c7519e78b17b4e38c8f5b8ff08d25e2c106080,24,0.02
026cfe2b821572fb860e8e89d66093126882a3ed235314e2821ec7948463acd3bf,24,0.02
0318cd91fe43b9f015707e3f5575154664a6aab931b102a910e7b6212a8e9a6dc3,24,0.02
0217e540aaedbde742025f9a081e17b488f1e6833a6075ce1d25448f2032cd863f,24,0.02
02d4b8821a6c383483da8d1c71e6de7d1432528239b332c85417a2ce8354b3f885,24,0.02
02868e91de49f8c7025ee0d1936d50ea71870d283736ef5a71015179f6d1fad928,24,0.02
024ebe0dd9a540d0ef5cde52c8d85a61900847a704fd10c7f7c2409f51b9cd2607,24,0.02
02f1da3df3636e5c71afbb66f6801b8b8efde3f3446c47e752b6004a093675070a,24,0.02
03238febbc695f8222356a3b0cfdbf9d65973e9d5659a21535416dab6052556fe4,24,0.02
03acfee0f039dab1ebd7eb80e3dee3d29dc06decfc6a5779771f8d9d3666ba31ce,24,0.02
0287474fce5db7481d8844981c5e2d4493a438b53226ee5316dd0feb8e12b1c0f7,24,0.02
025587bce6797a806eda872eb8311e13ec175bc6e4b933635389f42e1e86db7002,24,0.02
0327d681119fb43092716908da605e02915cf16eca04ad99e4f262c7793970d797,24,0.02
02cda670586fec93075fc8e9a12291d83709f1a17842bea1f359097449703eaade,24,0.02
03ac705b05bf5a4aa59ecf938301b5550df18c3f793fda0ee1dfcd364fb9be9ed0,24,0.02
029b71f10bb74f112a9cb354938ac304cd8443637744a8697316615472dcc54522,24,0.02
0286f071f99e3ac8ad0f2a76178ef463967c2bb8268dd053a77b61c1736e364a6f,24,0.02
0241a0de95bd76faa45afe7e40b15f8c927d134845bf8777c84e356de4955e6f96,23,0.02
03b95562ef544f54b34aa8285c566dc0b27d216c2054798b26e1603ccbb6c8afce,23,0.02
02a500e6a41a9c6e76888aaba33437dc098425d90808b934bbd51a628b57e56e5b,23,0.02
02c598782ed2468b58504c5de52347173979d6db3ddeb72bbeaab05a50ec4d1cc6,23,0.02
03beddc8adbf7d56a7da15cdaf95d97b24d07088c3571b421c0e6f9d551a210342,23,0.02
03af9907b20acda85012d855de45176e1a204214d59c45b7173729a6b8379222b9,23,0.02
02293df2dbc750493977c6b21ce9f9ee74d6ef492c1493e0ddd6bf37fcf790ccef,23,0.02
028b025ed7ebec8a890403cf4b3e130e526ca365502dba53c654f956333c717d79,23,0.02
022422dad8b0841c5588563e9a07306a1b1b0158fb3c0938257f18e323a430f2ca,23,0.02
02c8e23a61a93a65a8d3fb828979625323495750020eacffb9705b6f481a6e3d6a,23,0.02
03d82ec5a38ef30582b287f98cff68fd0a41fa726370abe485d18117c9079df73b,23,0.02
021e035fa717fc7bc8e8fe2e54dc15018d6952890cf49bb3da493e4111d394370c,23,0.02
02aa6b03fcb868cd111d95d5e3679e9ec3b96fd899266beed66463a076e79b06e9,23,0.02
03df3b998533a072aaf6296195610264738fbf0d9f85d6a7473ece9a80d31ea478,23,0.02
02591ad07975526c7e8ee63362ca524a6b3fd7a55b18b652891c8b0d4a50cf6e7e,23,0.02
034c65cb73695aa01f9b5e2db8994aa56081e86b3c3712d8bb74e7be67196df3e3,23,0.02
0339995292a8f2b2370489e2a8b3d359a18a95c4d09de9fbe5b974d887c4a7e6b0,23,0.02
022bc08bc0ded41e9fcdab2d3854f9691beb02691ca36d5ad8288facd9a21c2355,23,0.02
031645d5caaf5a4dc1d5899dd4d49beaa45ba9fa92a3b9a0abaddef736f464b1d1,23,0.02
02947ea84b359c2e902c10e173aa209a36c2f92a6143c73170eb72b2077c592187,23,0.02
02de30bd1a5e91e0fafdea56ec67684c9f3164826ce8c2e739191b00d05d71cc36,23,0.02
03e713777ba6478811a8281e13d59c59d07030063868653242e1a5f0eb8cf66df0,23,0.02
029658c18a365d050d5eb75d86b281d7e151396872e2f8c27777b95942e44d6c9d,23,0.02
037798dfb8cab3e4ec94e630fe6fc472830f1084ab3939394076ae62979463982e,23,0.02
03b6bf295e50185869fff2c255f09c6a78ca8b1e913f2a2ba389c8c54b119a3685,23,0.02
03d7083c0079b428008fe03fcee2bc5a39d894db6345058fbf76d9721a1b94c26b,23,0.02
0357d9de9caab281d82742cdea478e4310f49e70b7d2ee8a3d6f3ebbddc127f0ee,23,0.02
037c8ba77a99918a7171545c1bd74cef0fc2da44644649ffaefaecf8ed71b3dfaa,23,0.02
0205c050d87572dd8b4b617f19c32cb8127ce0e3fb833cad3ec76de019cb73ee3c,23,0.02
024b7126baddc58569e1a3fff41bc1d064c092dd08db42a0e91868c18bd7b1a777,23,0.02
02a33d3b1689513856484494bfa72c8a29307434d1fc184b116623d159622f4635,23,0.02
020658d686c5d8ffe7339fe5b87babb8af932c95196d11f75ab67ea24e7f95eb8b,23,0.02
021aa962adc9e4dfa7971b36e8c15d1b81d05330c0b753612129f5b11282086e98,23,0.02
031240c4973c2687b5295a9bcae10539a4f2e51d35fd5689734bff2c6819629e3d,23,0.02
03c0712fbbb65c108c76a3f4a417e5d2cd37193b195dfeea0e2f155e5b699f6dd9,23,0.02
03cdfa696147b223de06c671c344200ee8c69f663dbee0f0386d8b6780dbb3a892,23,0.02
03d0b92f0aa4aa91433df9f5856c9f5b9b824af2d494f7ca95613a6b25b0b41599,23,0.02
02851380e55ad7c1d78d588269f68db6ea53b33272ae17947e1903ef47118d43c2,23,0.02
02425af7b5f27f324bd3312bc19b58ef9dd40a6a7cac581b70e0cb2f3e31ae77a6,23,0.02
02e659ddbb15d5eefe509d672f067dde455177c98fda80478d981e5cc7d61e47c1,23,0.02
02a3402b04ce3b30e92cf1c905b25d26803b09858c549f0af3b6d3293040b7349a,23,0.02
03d05ce800bcaf66183062a32a46176c8a9def025b3820240d5a55e533649e98f3,23,0.02
03db10aa09ff04d3568b0621750794063df401e6853c79a21a83e1a3f3b5bfb0c8,23,0.02
0373b2ca94adf4bd0765dbdf5889b44ea3d46ec47b8dea2f96e26092be52d0dded,23,0.02
02005e7244e44122479dedfc5da4ea4395c70a7b7d58fb02fffaaf62c9690be1c9,23,0.02
034b0f038572a05b8e4d1496939cfe0b5a4cff989a26022077340f26dce0e6cc73,23,0.02
02b1fe652cfc61f1e5cef78c08d60918d9fad3f029808f995a959e0a9dcbd33bab,23,0.02
020fb1b9fef75f80ab0d44f6cfcdce5a985bd8db2e06312252210667c65e4df88f,23,0.02
03735c3db9b2251a816340e4c0377b4f8ad6336c4985c576364f6df5e60bfe9b61,23,0.02
03409b3cc1c60d550245cfe6c2fdf3efcd7b230f9acc4e760dd4da3ae73688660e,23,0.02
03d2665cb1fc9e4fe1fca89d86ff909160f9e74baf0549d79199af352ba5222992,23,0.02
032fbe8d466e504747c91b490fb45e7231d4c0c24e57ac2a7abe848cb24b77dea9,23,0.02
03978dab17d26ec54656555a603ad0ac95d5766f440b958673e1ab02c817b86d30,23,0.02
03fcd281ebb281019553ebcc10aceb8b9986361e955e122e5b82dd2e27572c2dad,23,0.02
02445854b90a954a3d6936c7d4a93bb8ecde414e683de1df451af870f9321eed28,23,0.02
03bff047cd164d9be17fd03789e297e8f8d5d09ebb52894890b2fe282f92ea2d6f,22,0.02
02bbcf998edb414ef906ddb697ca5770664feed533510297fd27f130f38b09ea51,22,0.02
03fa6277943029bd0d68a5179fd00be00581206de4ade54ef1c1d800681bb84d59,22,0.02
03b5021598e2d49e9cdaa6b48f76066c3e0d5890c43aceb9092b968f763a3cdbc4,22,0.02
