orig_node,message_count,percentage_of_total
0247bb7a1216ae1cf48def6eb2d3f39a1a0e909259e508dd0c05a11e9388061c07,5,0.0
03e4bf9bba5c19899fa8ced77f7f6597a43389b500a1dfebb6949635351dc3bd05,5,0.0
03dda272088405eccf666285149f8e47dbb4e90b0a5d2d38dd85dc4c4463c8763d,5,0.0
03c4805029d9a70f8b10fb440ed5a7913ead97466eeb8ee69fed9316c4c14a0963,5,0.0
027a5395ced46798fb00c0eac8b6fcf3e0311ba6425e746f5c71b70f687280f28d,5,0.0
034a20e8b5708e031a43bc4fb9e4a67d4b3465215d58b062f2d3f6ec0ec25fdb4b,5,0.0
032a4e05b909452a8a21a4b9795b6de44785ae17dcd2ad5b1788f689f36c1cd84d,5,0.0
030a53604d09900fbe2cfc870926c6ee91e717d989ea491c65a56e4a4064740c07,5,0.0
02354e8e911dd9ee9fc28090acad84831cd2137f7c5e4a737272c32cc08bd48755,5,0.0
0259a4a4bb8717e9b4f899a42e718346162f5b5634071e61d27003a6a27570a409,5,0.0
028260d14351cfddedf5f171da5235fa958349e5d22cd75d9a6e3a8cf3f52aa16c,5,0.0
027208d43d94fa830417a0e730d12cd11996d5cd62df2e210cdc48464feaafd3bc,5,0.0
0379972fb4965f1c511269f30ffd1fc91731e1c3e8977ee5bba44b1ee9338fc69e,5,0.0
029cd4bfd01e1b39b30147ef0f77bbf198c2ba2f2f30e08680bf16bf93a8d2ab4e,5,0.0
03735f17253cd6221cd36ed885f2b458ae673563b473d4b4b6399881a99b6dd17c,5,0.0
039aaeee9c51203b40af3c72f29681ad7f227fef07e0a458b8ebe55966aa9a36f5,5,0.0
0278ee0296115ed8f8aa21f58faefacfbd0cdd7af2121f6461f6e73d9fb0c85142,5,0.0
02e7b320bffaabb516962fec3b77e901b75454e5e62a24ca99aac0ac649d8b6900,5,0.0
034b83d12bbfd027cbaf1b8c237588a004d79407f8b489a9f94a12b2299e77024f,5,0.0
02fa118663bbb686bc5b4d5cb7b6b959ce9e8e9dec65f07cc02afc5ac6e5a1249a,5,0.0
02c0029606c2fbe6013f78add74941dfe97c9195f2a2a10267354d4708256cadae,5,0.0
02ae5caa78097ce11d08fd8afcaf05d01ddf8cf0c9995b8b40c54fb42675eb40c4,5,0.0
023bd128095c1e909853e1fe1d5ea83ae45f8301a96fdf9de65eb4eafa5b64bb97,5,0.0
0283fddb3d68c05e6e6cc819389731aaff62e9d8c07b0a059ec959508a48b291ce,5,0.0
0377c91a2402d866d24029712d48dd303d529202b8774b935a25b15f9e23a80968,5,0.0
028095441ee9f136af323f403d48afbcda62d2515f89f270bdeb8d625b82de888a,5,0.0
02a263a3e96d5d6331acce8ac0de2aa0d84221cfd005b87555bdfc01b635e68dbd,5,0.0
03ccec130d581a1101a776f7f231e594daf17daa5c9c03bfdba9cd4b7ffb443ec1,5,0.0
03ff74fe0b13e7f268b8804a07bf5b691f093540426adb0e9f4cc67f03667beb80,5,0.0
02f066b332f4266c54ec4dd3d49db9d5b798f30c01a556eb41d32568cfa9e4415a,5,0.0
03fe174d1d8fd821e6f7ae399a6b256d44cb767ab376d09368226faa19d98fb026,5,0.0
03d466079ed3bba72ab461d25b2c97c5aae5efe5e7cb137e48692806be88200195,5,0.0
03dbad7e3b1c527bce605bb299b57632737441d1017d008dfdf172d22aa4f7f838,4,0.0
03b0387531c01054c85fa6be30089a76ca5aaec97539deca2439f7f09cc49000bc,4,0.0
025a5df323f2a8f4d132cc04bee00eb243bceabcf63373a9958aa42af59840d9c8,4,0.0
03caa860a19e815958e18cd6f11b70e32d81ee72c2b47866658d5597d11fa44918,4,0.0
027d713762a1ddf092bdf4139b695cbf71ce883f9a712409e950a8cc6d65d3c578,4,0.0
03db5f9da703c2a3f1a8f7b636a16dabbe48547a5ca8d5272ff18eb0ccf707b047,4,0.0
026be7567b7d0f6696ede540958e878e6c9bd502c3a7e96c4939fee9c5ca6bd7b8,4,0.0
039c438c0df8719716ccda9e09c2bee2ca5e2909303385ab4c96fca54f56b6ab53,4,0.0
03a7945697bb5dbe00d9762283b8f9a55eae685c4c0e891c0a1bb0c9b86e2d65ef,4,0.0
027a75a178187d1472f9a4e3dfcfbdd1ba1eadeadf7be9a109e0ba7fd7de4d36de,4,0.0
027e05064da4abbe0b6655819867aeca327e2865a22594383ab3a204a3475a843f,4,0.0
03d5c0c3aebba13b287a439299a6398f9593a85a45fd3159c2ab6d0a2b22e31afc,4,0.0
022b766f64a3b647d26b447396d5f5b914f13bb032a10d64de4446b84f9a48af7b,4,0.0
02f8423194a5385f38c9bfa93a8b38a23106a6003a3fc99580845f669b086c9620,4,0.0
02c1f09ec838d3125c9ac39bcdb0e71e272f7cd11fb0e4c8daa920df2ec119eb80,4,0.0
031f0bb97b7e9ebc680b13776c94d1a2518f656e4cd577eb1a777db2d4ee5bf7a5,4,0.0
03d20cd5d46017215ade735e3950cb6c1d8aa1c8595f0d72ba8e8885d7e8eb66f7,4,0.0
03803ae278caeae45e2b92503e205cf50d81278f97eb13df0d4dcef23653a336e0,4,0.0
023d3ed32cffe51fc20cb26a2896e35ecd945f5d8d5eab6b16ddeff17520bcf67a,4,0.0
02e5fcc49e72e64ce5f48bbe3e4e4ed3a00086b6ecd0ffa15d58ff22adeca781f2,4,0.0
039e6ff1ce27041c597ab1092446573a2778335d0095c80264dbec86607919f255,4,0.0
02bbaabb174f3acad942fcef4e98aa24f0aa0bd9124a0c4e37e6965b9100214ad9,4,0.0
035c7b5212327bb37a3d49a69079dd7329977b1e6324312a09e00f08cfe632f9f6,4,0.0
024b34116f24de39a7018660e151dfe3f4a270feb54eaeb094d7be2e7ea7e31f7e,4,0.0
03df7f9429e1f5268067faf077d24ece92f918290214f4a4df854902a3c4617e37,4,0.0
02b437d586e5824b3f14ea8960897ad02db88dc049c54f25cc44a582a9cc228198,4,0.0
037783810f856969c72f0c88201b8c7b353849fe7a6d7645a88640465110459623,4,0.0
0377b7112c594cdfd111d996e2d47d3ab2128ea1c06ab7c689709da47392176da7,4,0.0
03905e28dee72947e6c599a0e5f0b83cf60840835c27bf15fdaf1829001198e87d,4,0.0
021c7b5158c27776ae9e3d0b8423c9c50f527a035c016b9f94387d26e1222017c5,4,0.0
02f1bb104bb1b747833f179d245853da9e0a56ead44e6cf8324f005977cb4811b2,4,0.0
02ab72f8eb147cc62fbbcf551d26ea27560c60371d2f42e34ed5e48d561c06f805,4,0.0
032cd06a8c8e1afbd83f3bbcfcf62e7d6239172bdb5e335ebdf7bb57f3553f315d,4,0.0
0262840245cf942a22c8949b2af033565e11246d5cb5a1bf9e1db393394b16a1d5,4,0.0
02db0e54f6692c1dfaf2298a7900d4cb315835572f07f34c157090c5c9c91e3f2a,4,0.0
034852e16847d5e2a0936069cf0928e5eb473bcdec38d33f83ab5450cd7e2f6702,4,0.0
0274b60e01e8a7cd38b07b8951c3779b63c577e2b4498a524fa195124c442ff9a0,4,0.0
0398f98e307426f646731361a02e837076bda473fb1d15deeab4a35633e8f87c69,4,0.0
031a732d64d07ff432c5b8bbd3f99afd79cb50a71be6e908bf0a66654f0a702eda,4,0.0
021bdd1130960703e0a2c08ebfcac464af42b0643431684a355f4710aa50d022fa,4,0.0
029d17696debb5e599e52e6a88a4e320375408fe211912c21d076d7f2c776f3af6,4,0.0
0396c629a027fa85590bef172559ce699ffd0b4d2ff080bc7678c1c2e6933487ac,4,0.0
037966ca28a3246a8466d1e089525ad044d5cbf46122d66fe2939d6977a34333c3,4,0.0
0336cc6fa2b68a0426ce6d10c1c93ce630c8e77cf3a88ca1f8e12262139043d89d,4,0.0
0376ec33986684bbfca271e56f053092c33f3a8f07ee32d4d197f01cf399252d37,4,0.0
02ff801fd6c8ef084103ffa4baede2259de04a86e1fd8fdc525d4d15c232a46174,4,0.0
02b1cef189e28b3aa8c6826bc41db24c2b5814a8dab277340a930db41f14252508,4,0.0
021c16468da8cf404162ef668cfc452fd00325b526363dd63eb9c9dbcf24361413,4,0.0
02d86daf8ec0e77481b7099e346e0bdcb0db4c520a50617c815721cc57033b9071,4,0.0
03d87f05265a2a927999cb434f151bca177c202bd7079025f28402f4b4cce5800b,4,0.0
0351cb454cdc7733e20a7f81ea1f98c6994fb2bab69d30aa05538df6af173caba1,4,0.0
034ab2dcc5d46ded7238ddbf0cbfdef76fcd49236d8a804ff773aa0af9c92051a7,4,0.0
0200a9d22ee6d8be768eb8050a853ecc182b32cb952ba50b7cac8997bebb83b84a,4,0.0
02f5faa69d1b0e8ddad59c718333f134fd79becca10e063c8e71a3495ea6e672ef,4,0.0
03a273e933c173cba07603b9e73292ef4157a384a1d7abb650a4f7e40a92e671a2,4,0.0
03042f51a348429fb0dc15acad4f638114dd8ff77d7fbc233d5fa3af2511b4dfb7,4,0.0
02ebdb7bc084507a88b98094d20b70fed760d57bff49d14faaf0a711ef27db152b,4,0.0
021102a8c1052155bafbaa0d0c3154df0f70404f35650263b81260258299818904,4,0.0
02bff8a0acb3c6a18acbfa18d4a6c3482b81ccafc51321a276ca3671b952bed797,4,0.0
03ccb1fc188aae4f61d04b0354880ceac2e2a95ab3883335fd72e74b1f2f6ced0d,4,0.0
037cf34dfd2825fad01fbebbefd007623bda55a1cf6afed74707362abc6c8e4334,4,0.0
02fe4ae9a37ca6467eb0cc4d97ef16dd764435d0dcb86f85be831041e64f0a08b2,4,0.0
0366f71101fb22dd71241a68ad280cf0344ca5911855c49eac12b31e9e397e7f59,4,0.0
02a1fdb8e3d49244dd6da6c43a60411ba9e5e7881071c458863427f67400feb55f,4,0.0
036e1cb969fe1b54a05219229580d8bbbd2ce724fe3dc92f921dda9aa5968abfb3,4,0.0
03450a8a8321cc22b786f02cd0a24fab0ba22f2881ac5bbdbde1ad551294531f1d,4,0.0
03735946dd00eabd9477666ada45d275ec3d170ab34e847dead93792599890e538,4,0.0
03c4a663653922d1537cb6a2c68e910c6ce66680f1c9007704c62c11e8443e3702,4,0.0
0284430163650adb660c69ac55a58e1b697ca6524bf8a43f12ab67ac089c9e48b5,4,0.0
021259fd12f8e72b27bce4b687caab0375f48c6fc66bff81609ec575dfdaed0441,4,0.0
0202b5d54467d075893d46b6205067bbab2bcbc632513cd15661ad803d2dcb4ce3,4,0.0
025318439e970894c92369bac73dd6dcecff005fe5d32df94b209cc33cf8ed33cf,4,0.0
02c39510a48a8775825c42abe31370de4f0459cbf39851d48865558c98a99d243b,4,0.0
03d93ba194cba4219baab130e7dec83a03749a3cbf51a7818ea3e1217a59e60392,4,0.0
02c69db2095e41a9f839a01ccc1b83e11e5115df70a904f900e1781bcbfbcbbc5f,4,0.0
02a7c707c259e5a50a152fd4957f0b419f5572a0a8387d41ca4630be3440f7373b,4,0.0
03d141a824791336c1f2a48d0419b9bcea9ec3e6531ad69b02b334e08e014ca467,4,0.0
02325d9c4703e476e146a6f26d1375a486e1237cef1225e809c505aa75e4c1c45f,4,0.0
02f08b7d74efe4008b144e09f4cfb67fc1c776228c49a68ffbfca18dda108f6ebd,4,0.0
02fb79c3a9121d85b126687bd111eaebf21aaaaa5cbf232e2b6c3bdf8803f40182,4,0.0
033d63882f5ff79eda9ab71abd63a8afd9acd5e263e0cc99ef573df0ed2ac39fe6,4,0.0
03ee302099ca06343a2e649c99656b717b7c9bddbf4d62b2b21e86a080bcefd2f3,4,0.0
03e198c0f65ce2d5f9fea228ebf54714355b1054ce39f2fb002a0fab72a7fe539e,4,0.0
027537449dbaf56360c2157a605637ee1c594a3c21c67f66059007c7e7493a842e,4,0.0
03ac167b1c488f19fb964aa400da874b1a6e0067e4c256b52172a5fadc52be5007,4,0.0
02633b0ee8c4dafefce06b230c1c62a68382a50fa7b08a34505e60d16c30c88d45,4,0.0
02fa35f865c69e3c88eb730599e8cfcc39458a0220554701a64529688eee961b25,4,0.0
03f1db77bbc0ba75c8876e4967c8d7f98053b76d0382e2e61931f00de2c7cb6605,4,0.0
02816caed43171d3c9854e3b0ab2cf0c42be086ff1bd4005acc2a5f7db70d83774,4,0.0
03eb6dbdff2fde24b244aa953b1ee182c92928435e1bbee48b4d7a2ee4a94ee8fb,4,0.0
0240d0812efa5592a26fc75f0d460a72174fea516c52376d18c5e10eb75aabd5a0,4,0.0
036bf6517b58cb597a3852e29e7c547f6078253f3dd3e7db7b19a1523c9f7e6cbb,4,0.0
025eb73588b8a32b063a6d9eb0fdf22d82ee850c35f779aa682361a807a464ff32,4,0.0
0297fba70ab8c806a84a0813fd0410db0b586e22d0e66c2641afffca222e033d47,4,0.0
02cb8d05cacb8d92d17060203059cc4872d3038b0806cd69d47ac19e5e71765229,4,0.0
025489019ea14eff4bbbc81c6f5af1bcdb26be798e2f48f6a2d5141cdaadaf2785,4,0.0
035fed4182fbd0725264f8a0018cabb6b25514dd231291162ac8dd63afb278e9e8,4,0.0
037213ed0fa8e67f9adf41fb734ec0b2dadf4a2a284cd8a2a0e2c74c23654a96c5,4,0.0
02381e284e9c62d8820acbd7f0213fca141dd888e9b3a957fa470d98280722da81,4,0.0
036a7677b9e15419d56b11d8860105e26f316eb4e360afd815e9391ff667c7af98,4,0.0
02457470052283cc338e3e87e97efa2679c387cdda227c95d16d4b615c1f4b29b5,4,0.0
0204513e36af89d8cd1f1745505dabef150cc089d87616052f7ed974b424a196ae,4,0.0
026ea3bad222f66dd7a1e74e643d37a896e045f1dd4f8d7d868a59699ae722ef5f,4,0.0
02a63f5b469bcc4c8219a28f813b348d5a7e1d87a6d2cf8cb9824048b025d00a09,4,0.0
02628fa1fab09c2a8aefa44aeac5a7f2e8bdbc6592c4f35705bd4df1ff5133aea4,4,0.0
02fbd735ffb1c0ccab0ed05f5b4977130db0eb9154e777bee3fe588a9876e8080e,4,0.0
03bbdf6e73625716fa0adb29e8ee8b47cf10da702f8e86d25b4b98b63deff69bdc,4,0.0
02ab59fe44efa665d9c3088096a91407d82605f0dfa55269aa06392fa08d87354a,4,0.0
02d456e1829f6258bf74a757fab5fdb856f81a3e1672faa4dd9fe42ac7a8961aa9,4,0.0
03687e3d5cca4442e6a3343071dcaa09793bee475e2754db725603b1cd5ad4cfa7,4,0.0
03e2ba0d411d1508a3f35468f76a86ef18d68f7c4d0dedee4d8186bc82552f479e,4,0.0
02f06ad40a3d8719a724b9f89f7a48b1772d5a5d6778e761c4a18708803ddc41bf,4,0.0
026b73b3ff65200026db80c580fa5004e79db4e13cffbcdd37cbff84bd5e16bfcd,4,0.0
0235c809f1e24037bf093fa74790a8560ab41a12a1c0a7652ddcf0a35efd61831a,4,0.0
02faeaaedb57c8bfb27b4fe7b89d9a8c6af88bfc29165391f924b8c612023a6102,4,0.0
036c7f504a7c0d33c8b669735523a979d11c1707cbebc10e33353c2b54c9c89b4a,4,0.0
023a9f94e1fa40312a794a08f492e0f89484a4c426e7f1c9dffa4304bcd12d6c66,4,0.0
03a5c59c83b3e77ec51a6e65ba86936f9991931c878ea06bba05cd6ade08e9e78b,4,0.0
03f33832e08e20e4e33a5b221a814712d553a56003694bd531bafb8ae325064a83,4,0.0
02726fdefbe961ca2ef835fad56a742daac70a5bb175336b2d93464a7b264c1fe7,4,0.0
032e0b8d0c80a9af6f8e1a2a1815c0fb43bfbda7c427ca6e8916e1b24ce4bc3180,4,0.0
02e35323218ed4d047760f4752526864e2a77832f664130aa0db67633af127487e,4,0.0
021121343819052c4d8e357666546fcf1e8864ef007550e98ab64197859606ceac,4,0.0
0358aacc9a06b191cf46f69959efc06faf8eac03628b2cb2c40dcc600f1fe87183,4,0.0
03740ea02585ed87b83b2f76317a4562b616bd7b8ec3f925be6596932b2003fc9e,4,0.0
02957f46fa1ffd7d63a7037e86303e5c726324acfbb8e3e41814b4eabb88ff12df,4,0.0
02cc5f59330bf09cfb996221c24ae408542995be2692290da334df77c341d67d74,4,0.0
02850b902901730275f4520a3305479911ffbc0105fb49cb2a67dd5d45e305f3f5,4,0.0
0388b54a93547d10e8f7994704cde8be33bb59f28f258691292d21c450160f8f77,4,0.0
0399657fd4022f85e6b5f2be24c33b7b7de2157d834c2fe389321193b9667ab4a0,4,0.0
0241e645b4bbda930c1ba16687f7fd43d247f3f489084681f6e586c6d0b407340f,4,0.0
032fb99b520a0528f48ccb4e4f5be909a6348dbdb939dead0f751b90098018d262,4,0.0
0246b5b1913ef9c10c8f3f9dc2c2db370dee92f6b9ea7ea300b78910a0e4cae8e1,4,0.0
031e8a8f9d9ed379a30ebbf24abcd816781b3d5851c4d6970c0bffb5a1766dd62e,4,0.0
02ddc0ddbd91e9497d065e5553f7b6af740bd4a06fc7f2e3a625e9f1c0eb8c6a05,4,0.0
02e69e492560556fd296827eb85816de877d487ea107e68660c82146c966ca52b4,4,0.0
02058a586f7d11edf374d30ccd55f2e2b4617c12489e10ad74636fff2a79849b76,4,0.0
020ffe98eef9670b1eb07f6d30ff892d972fabeafe41912524583a45741f6312b1,4,0.0
0320595fe242430b8245966e964e4e92e0147d93f7ea46e0c536bcf89937bf8389,4,0.0
022f6631df766a21578495371fd49e402530b31c3b17da6c4c8b16354278e237aa,4,0.0
02eff4053a30921dd739b5ffa6f9299435637206598f9240d7bc9c8df27cb7ff61,4,0.0
02c88aa8337320094524e033378505f1236d6ec7ed3a8dc344f6a2d20a55a74819,4,0.0
02ce5b45077985a4c6e51f8e6b4d5d4bbc1f212de4c90787b31e0da79321995ee0,4,0.0
037cb509b1860d4b51cfa99e365716a1809eb4b02e4940d2c22a12ecc7cc1db42c,4,0.0
032d3764c0a0cc7a8967267aeeaaa9963c88af73402541fd0e64dc5de0542316e7,4,0.0
021e5ed497d58885a12e5ea7b5bdd233887ea319a3930a0012c01d670b6d55c8d9,4,0.0
02faa3924c63fabd1fe3d924b8d13b60903e0daa0850f6dde0bf5f239c9cbc7426,4,0.0
0336b49fa395fdce71f83dce3ee3e2b209c04d79f58e125953ac3a149234e7a6a2,4,0.0
02cc758f659cc7b4eab702a00bcd2f95d2f4f2b3a5c79a35ee91e0c192f31ad1df,4,0.0
029d36378de17f868332323319acfce2ae0ce7ca01c3a7cab3a0c37a628f13f6cf,4,0.0
0335e4265f783f37378e969c6a123557cf5d22cc97ec42ea3abff5dfaa64afea83,4,0.0
0263d164912889e71f77344a95203864208ab279ad4d8f82a34735e3dea9324215,4,0.0
03e5ad45eadb670cc03ca375a35ccb271c6ad0406273e5534033992d9b5fce6d81,4,0.0
0362e330afdf043766a48c4bbfd1c6f8fe616ee4f2b0595c00982e09e2e79d4a83,4,0.0
02c0d8faca275e161c20c9250afedfc64d223b4f7a0a00074a1d64f0dce9c6fe97,4,0.0
03d860c48ffecb94dd15b53646943ae1a3eee4a53374fa88b5b385e07a2c03e4da,4,0.0
039243cc1d359b3b93d5c7ff70c933cf14ec2b940c7c0842cfa5616f817a571b24,4,0.0
030235867b46a77c882d1fee60a92459e8a5e1932e63bf99beda1191e8216e5395,4,0.0
02655fcf47f8ccbfb827841557858808d22e8bbb30e18d0f3493a203a6efddb4c1,4,0.0
037fc203ad5ee60b8e27e206c8c348c2b6248248efe0b9a80d74c78aee205e7cc3,4,0.0
020502bba08b3e6282014d013de6b801764b95e24825a809fdf2834fcbf0e09e5a,4,0.0
028d1264b655bb8f1e503a588414776b083b59368a8c83f77483afacd8de3197b1,4,0.0
025432eeabc32bfdda1586c2c3535efcd1d0d4645f64f36d8cb26ba1739a1cb8f4,4,0.0
03ed51415e145dfc9a1b39d2c236b15c04026ed891c1b7ce9b32de50a99a9ff583,4,0.0
03f2cf3e83c2478ff4209fa65f3ea9ae531af4e642e33b48fd6ff83d249a50b213,4,0.0
02c3acf838a91a46ffc082750156f7995c05ff4d7a241632e46fda5a26402ed6c7,4,0.0
03bf0a03645375c978c01af11e178853a6fa657a0353ded72d1d3eaf797d59ef8a,4,0.0
0309747993c1c86677cb6d2b72684561f4026fd6d5c5b15beecd0e3039cb6bdd83,4,0.0
036d2904beb4077f1936821bd76fa68e5083fba1da04291417cae4674fd795b31d,4,0.0
035f209faaea75427949e3e6c1fc9edafbf751f08706506bb873fdc93ffc2d4e2c,4,0.0
02ec5add24287f77a976a73cbe639b282c7c69a07b7a3ed9685db868e1ebab2659,4,0.0
0347c8ff715b85ccb4c393400d59a292022ad623fda93dc2164be4d67a7128efa6,4,0.0
03949e71f08c70e25fdd0a21bb73438241f632bc18b487f4f78619e1bed329507b,4,0.0
0301ac9d24b446ff36033e9b6f740f03eb054e76f578bc498406ec935708dcf7ca,4,0.0
0393f5652566d3589c570844a964b6dd9ccc789e574f15d8c4d61c6eb4a53f1169,4,0.0
031ecde344dbf57b2d4264b4bddc59b012f5fea6b782c2bc80ae51d4b88a071fbb,4,0.0
023c4796a470ed64df84865e509cc4e413ac4a6798ae7993595a707d8b43ba44da,4,0.0
02c976c05fc02312a5baf8957f7df2d6477ac2bbdaaa9284a48cce6710c3f62123,4,0.0
03fddcb01f0aca502fbcedcd47bd010efe7810ec89b3c4d94dd8e6c97b83241076,4,0.0
03aaa0482b2948bb7d31d5e2eb1141ac8a72216dba3ff2d41acad4cd665926d2ca,4,0.0
02b307fdad2e68d08ba5a59cfc8a0a7ec0ff375291e1082fa22a5524e68608c520,4,0.0
02ce0e0d0b8d48535f979c1823ed500b7280885615b41a7bfdf4596536273644aa,4,0.0
03f32f98ed00b55c7c75bdab9b96d51b3d35c23ab977720cea1c62f768033b11fd,4,0.0
0264d1378687949d331a732acdcc5eed339f75b07844e53fd09490f633cc2c6908,4,0.0
03da6ec474c215768f103aa56a4882b8fe4402e89c3a2160b2cdc7da62c3e5b375,4,0.0
03c63cf39977641f379ac3ccd4c5bab34f9152155fa45e6a1cb4de3146fe980b2b,4,0.0
03a9168c23fd8c5feb92d02f0c923e53e70a6622fe415e832932373772c5057b0f,4,0.0
0282d22a092407a974048e51531ea51a0ee8471a01c711fabd01db1e14d5f2142f,4,0.0
03e12cedc264d76a47297ca9e3521274d4e19346d5cbc5ec2779e0427260181e52,4,0.0
03b8f7d9499cda7890d981a319d86a26aebea15df70344fd8e8e135779ed8e76d9,4,0.0
02d55e7d3271abc86bdf0b8185f976b84fe38d3b01c1c88f74527abf2593806c47,4,0.0
02017fdec0ac8b142dffdb6ec571141fd94c2fa3d40c9eb16c4952ca8bbbed9841,4,0.0
02599104424500e613b5528b7f3629c317ace8f95439246fd958879584fcad7698,4,0.0
0294ca9bce876d37974ed73563f9854fe6e31dbd53b80e4cfec7fd8268a7635fa4,4,0.0
038f800c4bb228060423b861c59e420cf43271dc60afb4b1650be355f965c42c31,4,0.0
03ffc8bbc19c4d2c118549edcb98c5e98f9f888968c8c772598627556cab04e3ef,4,0.0
026ec80c7ab70e9ca1783b0621fe5e5578c5b6dea6a22acabf477f39df8c24538c,4,0.0
0272d2b0674d90206d988750fe7f8e624b05e4054a43c8eb607f55a1ecfadab691,4,0.0
03061c8765fed53e64f61416829d39381db001e7f448eb5d41274a9d96eb2d27ce,4,0.0
0349cb2f33d5542432b016405a22dfda18617d87abe4718e61c45909b8a5449329,4,0.0
02f49ea881d143aa97a8ab464d1fcbe8da54d2b226c87cfab40a674e656a5149bd,4,0.0
0212e4e3701113d38fefc66d743752dc6d96bf8b8110815e27db7fce69c3ba7fa8,4,0.0
02b70b805ee7419b63f91f735eadf9d943be41a93b4dcb9d3c778deaedc3caf4c0,4,0.0
024d711a5530d787d6ee253fde8cbb84c8b57ef7bfce50bbac4c10c626f8383c8f,4,0.0
0334bb8691eb7880c4ed63ff5c3966eb4fd2df74401aff45346eae5ab8f23cf16b,4,0.0
02d731b338fa15c27bb321d1f0491ee3c5cd48e0f86374e1dbd1d00b3635443455,4,0.0
02d49817859dfc2a60efa08dd7ba981956ff05372779fbc3d9d374fd0d5ebcbe9d,4,0.0
03e342e2b5dbca4ff5ca1bd4959b7f2cae7bf4a00109aa117cc9a209db0ef13c66,4,0.0
0263e28697c2a5070f00f407f1a9e9bf18c73b5927ec4000d933713748ba76815f,4,0.0
024357f94113989d75c146d07b3ce3b24b7533283f61abf4fb888efdcaf16cdc31,4,0.0
021298b9ae927e1a50ef022b70f6eb36819c1ab7a45acd1753900240bf9d9cf2f3,4,0.0
03c5cac1343614d82ef48a80bea36a34c221fe4f79ae60275b2f7e1654b09d062d,4,0.0
03ebf3d9ffcfad6138673289fe318596d2ec76046db80173698eebcd75c7ac595c,4,0.0
0236b6c5b6e497e20089bff36f8a0774e388b89b2e5cacf1ffd23d6b29479e8cfa,4,0.0
0218f75f2e3a0a4348e3173a74b53fbb501b0d4737832d1cf60386f9fb60f224b9,4,0.0
031ff1d2fa1a38a600cd98f6c224c4c0421db3e5d4823d5561527be3f61f74f447,4,0.0
03425ed466730ad379a9fe05cc020f5127b3f0d4fb875ef8df3e79ca28cb8ee547,4,0.0
03b2777e2733eb54427fec5d3538b292ff31b9fb15abf661fa847c5358c12319f2,4,0.0
0348a10fad996778d6894a0df8828d7cccd67a208603e3f499969ebdb3b405a8e2,4,0.0
0200e33d06cf5d6ec9a0e5718d714646a2d50ea68fc24e6ad3211610252b7ac3c7,4,0.0
0391d6dbea021a81bcf04eb9828a5e6493ef3a9e5083b794539869963acb8e8c97,4,0.0
0392fe141005513dd75ab548c78dba1c3a1b757c182fda2a6c20cef9d6306e7ebc,4,0.0
02ef2be0a78d6760f3667ebd080ed89330706def947aa74f24ccb0c5f7dec22161,4,0.0
0271e1121798cf53b5c6d8fb7a8709376b065a50b7da0f21d33146cad8986ec6a3,4,0.0
029712ecb9aaf312a69e72d1624ee2bc034d04b5903b3d26a974f3ca34e8762861,4,0.0
0342dec81c9be72b6d9a0988ea6dd3370b8ebace416a29202940ed53fe2a5d59e4,4,0.0
03d2c37bc33503df137bd626200a21bdf6a050c974a2ca8048a0e17c649e61e558,4,0.0
037e8596b794978d74dd5b16dc84dbb821999507e9dbb247940e625a7820f1ea1f,4,0.0
03d814d6f1e133c293e3aebeb178a5053aa3bd3681780e40d5907ced874e957ea8,4,0.0
0325ab94e785e40877fe7421ec9a523bbb6021663dfb5c18987f40e17d5d507921,4,0.0
03979d7700393fb86c376606ba501473fa02733d4a77b5ed3e72257131c18ce909,4,0.0
0324eb4488800ca889044f884b572697e85a27b7e26aa8cead7f3fafaed5ca55fe,4,0.0
03a78a1656c92706b4a1311eb72cd96ebcf566764cc451bdb05d8eae5f0db5c864,4,0.0
028059662c65626f3002290dd3151186bc1952726c03f56012406f3ceadb81cacc,4,0.0
028c8c9b0b588d00afabe905799aee0225a9315cdb63d7646b7ff7cf02fe4bf643,4,0.0
0304d2c493fbe9db639ae1aed003761e0d61563b4447b1a27e1267fdd01f093a09,4,0.0
03fd17e56584a7dc490715537969f9a5a0ee3f5198c6e75bcb317c497ef95d6808,4,0.0
0341e942c3d3f35b7c89175588778003a74af63d02794c90314941c7311b14559b,4,0.0
03a29e5711b0715933f15ff878de65fd95caa86063ef52ea20371dc6ee138514c0,4,0.0
037918095a05bc84bf8599b61db2f0b477ac8da768017dbc7be5798c21db8797a6,4,0.0
03d064222fd2db11c553b7aef8d63d3ddfc6fdf4391d8e2f5997fc668f93789d33,4,0.0
02ad9affc8768fee98f2eb6423e2f848341287720e454a34a4cb5107a43faab31e,4,0.0
03da96748823f3536d20d2704686b96a2bf23967d7e0301a49f14cace40eac9e56,4,0.0
03d86ee852f17dbd862733360fc01e742d2f259c9b3e2036d75c0c6c27b6bab522,4,0.0
03c6aea5576e0bc7ff5413d78e17e884dd1fa31e85935112c01b5f472c9f139ea7,4,0.0
02baefa3f0346dec11b6fab292ec8ed9aa41886647c4c47710a719fa1af6ae1e6a,4,0.0
036d995116b63d60bd6bc205f3af146db467cce4ba11c626a2103d771fcf0e735e,4,0.0
020ccdbe9187c98afcd542cfeb4b7dab20d1f9bcae018e17a3ca2551143d65cb23,4,0.0
03c53ba23ea401b185a9d6e79b3ba776d4e78ab1a90e8ca28de90da27494002a12,4,0.0
