total_unique_messages,duration_hours,unique_messages_per_hour,unique_messages_per_minute,start_time,end_time
416427,23.321011765555554,17856.300755143497,297.6050125857249,2025-09-26 16:31:10.98434-04,2025-09-27 15:50:26.626696-04
